"","Div","year","HomeTeam","AwayTeam","enough_games","FTR","form_H","form_A","g_H","g_A","s_H","s_A","st_H","st_A","c_H","c_A","B365H","B365D","B365A","A","D","H","iter","H_odds","D_odds","A_odds"
"1832","I1",16,"Atalanta","Empoli",1,"D",0.3,0.5,-3,-3,15,-3,6,-3,-9,-1,2.38,3.2,3.2,0.173963931710834,0.306045045100823,0.519991023188343,16,1.923110121918,3.26749286096288,5.74831799997609
"1842","I1",16,"Frosinone","Juventus",1,"A",0.3,1,-7,11,-27,46,-12,22,-1,10,13,6.5,1.22,0.729135753302482,0.17223305334036,0.0986311933571572,16,10.1387802982253,5.80608646601554,1.37148671625371
"1852","I1",16,"Milan","Udinese",1,"D",0.8,0.2,7,-8,-4,-24,10,-7,-2,-6,1.55,3.8,7,0.0632846500294942,0.216571915166929,0.720143434803577,16,1.38861225649131,4.61740387357807,15.8016201327485
"1862","I1",16,"Napoli","Carpi",1,"H",1,0.6,14,1,56,-2,24,-4,0,-6,1.14,8,21,0.0490608962971347,0.245969241108299,0.704969862594567,16,1.41850035449687,4.06554899098016,20.3828318574441
"1872","I1",16,"Roma","Sampdoria",1,"H",0.6,0.1,3,-5,-3,-14,-4,-10,5,0,1.44,4.33,8,0.163182117699628,0.252217243864944,0.584600638435428,16,1.71056946272982,3.9648359671057,6.12812245665738
"1882","I1",16,"Sassuolo","Palermo",1,"D",0.2,0.5,-6,-2,-2,-44,-13,-19,7,-9,1.85,3.5,4.5,0.223798219444337,0.212799536055405,0.563402244500258,16,1.77493080611883,4.69925836558046,4.46831079569299
"1892","I1",16,"Torino","Chievo",1,"A",0.5,0.3,0,-7,6,-66,11,-18,8,-21,1.67,3.75,5.75,0.0408705628964703,0.136306652061369,0.822822785042161,16,1.2153285229562,7.33639910361656,24.4674878232804
"1902","I1",16,"Verona","Inter",1,"D",0.5,0.4,0,-3,11,22,9,6,0,14,4.33,3.75,1.83,0.22385833680929,0.305800936274544,0.470340726916166,16,2.12611824316511,3.27010117164001,4.467110826665
"1913","I1",16,"Lazio","Verona",1,"H",0.5,0.6,1,1,28,-15,-2,1,16,-10,1.5,4.33,6,0.208980765389962,0.241902320037105,0.549116914572933,16,1.8211058036297,4.13389999668714,4.78512937845731
"1922","I1",16,"Carpi","Roma",1,"A",0.4,0.7,-1,4,-25,5,-12,-3,-19,8,4.33,3.6,1.83,0.416028036237974,0.324844574645283,0.259127389116743,16,3.85910576033117,3.07839526361787,2.40368415802627
"1932","I1",16,"Chievo","Sassuolo",1,"D",0.3,0.3,-7,-4,-62,25,-19,-6,-24,9,2.7,3,2.9,0.473266654802041,0.280710605091514,0.246022740106444,16,4.06466491498851,3.56238767564193,2.11297371123322
"1942","I1",16,"Empoli","Frosinone",1,"A",0.4,0.3,-4,-5,3,-32,0,-14,3,1,1.53,4.2,6,0.156316064391364,0.24242568627889,0.601258249329746,16,1.66317884389071,4.12497543205709,6.39729514617465
"1952","I1",16,"Juventus","Napoli",1,"H",1,1,12,11,62,61,28,24,11,6,2.05,3.3,3.8,0.200723277164266,0.325734140554833,0.473542582280901,16,2.11174250725948,3.06998829872935,4.98198322649759
"1962","I1",16,"Fiorentina","Inter",1,"H",0.6,0.5,1,-2,17,21,-2,9,3,15,2.25,3.2,3.4,0.313054089242081,0.327784740643815,0.359161170114105,16,2.78426534717632,3.050782650943,3.19433616861881
"1972","I1",16,"Milan","Genoa",1,"H",0.8,0.5,7,3,4,-10,9,-2,3,-10,1.62,3.8,6,0.134944779387787,0.252716267971222,0.612338952640991,16,1.63308245488392,3.95700683627488,7.41043858485496
"1982","I1",16,"Palermo","Torino",1,"A",0.4,0.3,-3,-3,-39,7,-18,8,-6,13,3.2,3.2,2.38,0.482596131484252,0.286571202101462,0.230832666414286,16,4.33214248023828,3.48953416347099,2.07212601751374
"1992","I1",16,"Sampdoria","Atalanta",1,"D",0.1,0.4,-5,-1,-13,15,-7,7,4,-6,2.1,3.25,3.75,0.366785001568944,0.238810472398286,0.394404526032769,16,2.53546786102783,4.18742105384812,2.72639283428287
"2002","I1",16,"Udinese","Bologna",1,"A",0.3,0.6,-7,2,-34,-10,-6,4,-14,-4,2.1,3.2,3.8,0.382006491638969,0.305728190071615,0.312265318289416,16,3.20240494678686,3.27087927274798,2.61775656143847
"2013","I1",16,"Bologna","Juventus",1,"D",0.7,1,3,9,-8,63,4,26,-1,11,7.5,3.6,1.57,0.503584233749686,0.272374236761135,0.224041529489179,16,4.46345819134528,3.6714191910778,1.98576510736646
"2022","I1",16,"Inter","Sampdoria",1,"H",0.4,0.2,-3,-4,20,-15,5,-6,12,3,1.55,4,6.5,0.168585548217643,0.241846903909436,0.589567547872921,16,1.6961584870264,4.13484722704768,5.93170654645323
"2032","I1",16,"Verona","Chievo",1,"H",0.5,0.3,-2,-7,-19,-68,-1,-17,-10,-23,2.38,3.2,3.2,0.0784809826310933,0.2256181282225,0.695900889146406,16,1.43698623697205,4.43226795594111,12.7419403589859
"2042","I1",16,"Atalanta","Fiorentina",1,"A",0.4,0.8,-1,4,8,14,4,7,-7,0,3.75,3.3,2.1,0.295837672553915,0.316100110573548,0.388062216872537,16,2.5769063735686,3.16355473013138,3.38023210961327
"2052","I1",16,"Frosinone","Lazio",1,"D",0.5,0.6,-2,4,-48,37,-14,1,-15,17,5.5,3.6,1.7,0.554524833922052,0.253942099210914,0.191533066867034,16,5.2210305842083,3.93790554267034,1.80334574545054
"2062","I1",16,"Genoa","Udinese",1,"H",0.3,0.3,-2,-4,-24,-30,-13,-1,-11,-11,1.95,3.3,4.2,0.253874231678599,0.322721674350465,0.423404093970936,16,2.36180994524971,3.09864530175322,3.93895825262796
"2072","I1",16,"Roma","Palermo",1,"H",0.8,0.4,6,-1,11,-34,0,-14,4,-1,1.29,5.5,10.5,0.125719774025592,0.259394295625445,0.614885930348963,16,1.62631790815652,3.85513489257281,7.95419819794171
"2082","I1",16,"Sassuolo","Empoli",1,"H",0.3,0.3,-4,-5,25,23,-6,4,8,15,2,3.2,4.2,0.34112139353295,0.291978462301772,0.366900144165278,16,2.72553722287318,3.42491015301826,2.93150772410704
"2092","I1",16,"Torino","Carpi",1,"D",0.4,0.2,-1,-4,14,-34,9,-17,10,-19,1.53,3.8,6.5,0.0707624106561965,0.157688775794375,0.771548813549429,16,1.29609427483869,6.34160545011772,14.1317966802822
"2103","I1",16,"Napoli","Milan",1,"D",0.8,0.8,8,6,44,21,18,11,7,11,1.57,4,6,0.190418450272317,0.322063742624171,0.487517807103512,16,2.05120712603565,3.10497540596161,5.25159194694581
"2113","I1",16,"Empoli","Roma",1,"A",0.2,1,-6,12,15,41,0,10,13,6,4.5,3.5,1.8,0.570553900872805,0.192603965120583,0.236842134006612,16,4.22222170980812,5.19200110638394,1.75268278504493
"2122","I1",16,"Milan","Torino",1,"H",0.8,0.5,6,1,14,23,10,13,7,7,1.73,3.5,5,0.218548910165567,0.303604862440968,0.477846227393466,16,2.09272343836375,3.29375488903587,4.57563480523617
"2132","I1",16,"Carpi","Atalanta",1,"D",0.2,0.3,-4,-2,-34,1,-18,-1,-20,-1,2.3,3.1,3.3,0.402457480655279,0.329853946102382,0.26768857324234,16,3.73568429868949,3.03164479860312,2.48473453238292
"2142","I1",16,"Chievo","Genoa",1,"H",0.3,0.4,-6,-1,-57,-9,-21,-4,-25,-11,3,3,2.5,0.413681074546764,0.313256617378611,0.273062308074625,16,3.66216782920736,3.19227095142693,2.41732112375606
"2152","I1",16,"Juventus","Inter",1,"H",0.9,0.5,8,-1,56,1,19,2,19,11,1.57,3.8,6,0.0990707963319773,0.244267949426985,0.656661254241038,16,1.52285519138142,4.09386496405217,10.0937918844327
"2162","I1",16,"Palermo","Bologna",1,"D",0.2,0.6,-9,1,-51,-13,-17,0,-4,-9,2.63,3.2,2.7,0.465334614741564,0.221843810197223,0.312821575061214,16,3.19671045644571,4.50767591446876,2.14899121690179
"2172","I1",16,"Sampdoria","Frosinone",1,"H",0.2,0.5,-4,-2,13,-53,-1,-13,-1,-19,1.62,3.75,5.5,0.128679792668354,0.239691420208879,0.631628787122767,16,1.5832083976971,4.17203085170321,7.77122793924057
"2182","I1",16,"Udinese","Verona",1,"H",0.3,0.6,-2,0,-42,-20,-4,-2,-11,-5,1.95,3.5,3.8,0.260182798264769,0.267602095773336,0.472215105961895,16,2.1176789716691,3.73689151092083,3.84345162965914
"2192","I1",16,"Fiorentina","Napoli",1,"D",0.8,0.7,3,6,13,41,10,15,3,14,3.2,3.3,2.25,0.345957607978285,0.319373011431305,0.33466938059041,16,2.98802357788407,3.13113495570083,2.89052755869085
"2202","I1",16,"Lazio","Sassuolo",1,"A",0.5,0.5,1,-1,30,31,0,2,14,12,1.65,3.75,5.25,0.283554186694123,0.255254555561045,0.461191257744833,16,2.16829782266445,3.91765779773066,3.52666279295226
"2213","I1",16,"Roma","Fiorentina",1,"H",1,0.8,12,3,39,18,10,5,3,6,2.05,3.4,3.75,0.152025342358114,0.318440531898573,0.529534125743312,16,1.8884524176724,3.14030376107559,6.57785066942575
"2222","I1",16,"Napoli","Chievo",1,"H",0.6,0.5,2,-1,23,-28,15,-11,11,-23,1.17,7.5,17,0.0603630854512116,0.152932362206942,0.786704552341846,16,1.27112522359661,6.53883838298947,16.5664162546537
"2232","I1",16,"Verona","Sampdoria",1,"A",0.5,0.4,-2,-1,-17,16,-1,3,-5,0,2.5,3.3,2.9,0.291616817072773,0.289627307419655,0.418755875507573,16,2.38802619494689,3.452713105367,3.42915751580421
"2242","I1",16,"Atalanta","Juventus",1,"A",0.3,0.9,-2,6,6,33,-4,14,-3,15,7.5,3.8,1.53,0.501166886670725,0.280479237370806,0.218353875958469,16,4.57972177324758,3.56532629428807,1.99534332095053
"2252","I1",16,"Bologna","Carpi",1,"D",0.5,0.2,0,-4,4,-44,2,-19,-11,-19,1.95,3.2,4.5,0.088591105964488,0.260188905169451,0.651219988866061,16,1.53557940035172,3.84336141984509,11.2878148332503
"2262","I1",16,"Frosinone","Udinese",1,"H",0.5,0.4,-2,0,-54,-33,-15,-2,-18,-8,3.4,3.3,2.2,0.330736431854962,0.332113983259302,0.337149584885736,16,2.96604250703411,3.01101444204846,3.02355562824277
"2272","I1",16,"Genoa","Empoli",1,"H",0.3,0.2,-2,-4,-14,21,-5,1,-10,14,2,3.3,4,0.327257191344189,0.323956119748297,0.348786688907513,16,2.86708189217957,3.08683781240794,3.05570061239162
"2282","I1",16,"Inter","Palermo",1,"H",0.5,0.2,0,-9,2,-53,1,-18,10,2,1.29,5.5,11,0.0857170853432887,0.186698776614326,0.727584138042385,16,1.37441149100717,5.35622149290112,11.6662856184983
"2292","I1",16,"Sassuolo","Milan",1,"H",0.6,0.8,1,4,21,20,9,7,7,7,3,3.25,2.45,0.265476175810014,0.276026636432008,0.458497187757977,16,2.18103845934135,3.62283876993271,3.76681635159473
"2302","I1",16,"Torino","Lazio",1,"D",0.4,0.4,0,-1,9,31,11,-3,5,17,2.3,3.1,3.4,0.219733921783764,0.243509388400949,0.536756689815286,16,1.86304152137187,4.10661784568837,4.55095868622452
"2313","I1",16,"Juventus","Sassuolo",1,"H",0.9,0.8,7,5,25,20,16,7,9,1,1.3,5,12,0.168706745356176,0.261069116322947,0.570224138320877,16,1.75369636744013,3.83040328202966,5.92744527131257
"2322","I1",16,"Empoli","Sampdoria",1,"D",0.1,0.5,-5,2,2,24,-4,9,6,2,2.2,3.25,3.5,0.423066552042159,0.245904449646314,0.331028998311527,16,3.02088338212266,4.06662019104699,2.36369430571375
"2332","I1",16,"Inter","Bologna",1,"H",0.5,0.6,1,1,-15,20,-6,8,3,0,1.55,4,6.5,0.349908368683249,0.258277958078268,0.391813673238483,16,2.55223354441573,3.87179768432645,2.85789106377515
"2342","I1",16,"Carpi","Frosinone",1,"H",0.3,0.5,-3,-1,-51,-42,-18,-17,-20,-20,1.95,3.3,4.33,0.244488932619418,0.276058652494071,0.479452414886511,16,2.08571271924182,3.62241860910872,4.09016469288057
"2352","I1",16,"Chievo","Milan",1,"D",0.5,0.6,-2,0,-27,13,-11,2,-18,12,4,3.25,2.05,0.404945290085404,0.336815631632659,0.258239078281937,16,3.87238061200107,2.9689833430612,2.46946939372748
"2362","I1",16,"Fiorentina","Verona",1,"D",0.6,0.3,-1,-6,11,-15,-4,-6,-2,-5,1.3,5.25,11,0.168962491101711,0.300622544854197,0.530414964044092,16,1.88531634246441,3.32643049271306,5.9184733456494
"2372","I1",16,"Genoa","Torino",1,"H",0.5,0.4,0,0,-5,5,-2,8,-3,0,2.6,3,3,0.295745528648541,0.323164369919025,0.381090101432433,16,2.62405136276492,3.09440053756721,3.38128527105606
"2382","I1",16,"Lazio","Atalanta",1,"H",0.5,0.3,1,-3,32,5,3,-5,17,2,1.62,3.75,6,0.170754299573602,0.224802415425623,0.604443285000775,16,1.65441493820006,4.4483507799802,5.85636790697009
"2392","I1",16,"Palermo","Napoli",1,"A",0.2,0.6,-9,2,-50,38,-13,18,-1,17,11,5.25,1.3,0.670095776769264,0.185711611884283,0.144192611346454,16,6.93516811064115,5.38469291098018,1.49232398511942
"2402","I1",16,"Udinese","Roma",1,"A",0.3,1,-2,13,-36,46,-2,17,-5,5,4.5,3.5,1.85,0.611975770476782,0.205485536593963,0.182538692929255,16,5.47829056926337,4.8665225620039,1.63405162139167
"2413","I1",16,"Empoli","Palermo",1,"D",0.1,0.1,-5,-10,6,-47,-5,-15,13,-2,1.7,3.75,5,0.126744330380855,0.189501452483639,0.683754217135506,16,1.46251383163582,5.27700440758541,7.88989927198394
"2422","I1",16,"Roma","Inter",1,"D",1,0.6,13,2,48,-9,21,-7,9,10,1.73,3.75,5,0.0718424670955101,0.241421965476155,0.686735567428334,16,1.45616456672656,4.14212517087128,13.9193438147184
"2432","I1",16,"Atalanta","Bologna",1,"H",0.2,0.5,-5,0,9,9,-5,2,4,-14,2.2,3,3.8,0.294264538358299,0.250799511300013,0.454935950341688,16,2.19811162263376,3.98724859875733,3.39830278421925
"2442","I1",16,"Frosinone","Fiorentina",1,"D",0.5,0.6,0,-1,-21,9,-7,0,-14,8,7,4,1.53,0.316251123613442,0.325427374023502,0.358321502363056,16,2.79078981698058,3.07288224600239,3.16204410145374
"2452","I1",16,"Milan","Lazio",1,"D",0.6,0.6,0,3,-10,20,-2,3,-1,6,2,3.3,4,0.350503665177478,0.282437053190648,0.367059281631874,16,2.72435557426636,3.54061192999698,2.85303721287379
"2462","I1",16,"Napoli","Genoa",1,"H",0.6,0.6,2,1,31,5,17,0,10,10,1.29,5.5,11,0.151291851560996,0.249070691471215,0.599637456967789,16,1.66767433951965,4.01492441400143,6.60974130253694
"2472","I1",16,"Sampdoria","Chievo",1,"A",0.6,0.4,3,-3,25,-13,9,-6,-4,-10,1.91,3.3,4.5,0.0999821275935417,0.272592535556493,0.627425336849965,16,1.59381513826103,3.66847902844631,10.0017875601258
"2482","I1",16,"Sassuolo","Udinese",1,"D",0.7,0.2,4,-3,-5,-28,-2,-6,-8,1,1.91,3.4,4.33,0.165952699030495,0.345041958185375,0.48900534278413,16,2.04496743186188,2.89819825176956,6.02581341455761
"2492","I1",16,"Torino","Juventus",1,"A",0.4,0.9,0,6,-3,14,6,12,-10,10,4.75,3.1,1.95,0.348373349844775,0.331277669618505,0.32034898053672,16,3.12159569955421,3.0186157767639,2.87048363614946
"2502","I1",16,"Verona","Carpi",1,"A",0.3,0.5,-6,-1,-8,-32,-3,-12,-8,-10,2.15,3.25,3.6,0.205126437972326,0.275749862333135,0.519123699694539,16,1.92632314916159,3.62647506526003,4.87504199792575
"2513","I1",16,"Carpi","Sassuolo",1,"A",0.7,0.7,2,4,-17,-5,-6,-2,-11,-10,3.1,3.1,2.5,0.275598082692078,0.31570272423567,0.408699193072252,16,2.44678731191724,3.16753680989305,3.62847226741154
"2522","I1",16,"Juventus","Empoli",1,"H",0.9,0.2,8,-4,12,-15,10,-8,10,0,1.3,5,12,0.0847834004553396,0.214414498142116,0.700802101402544,16,1.4269363604913,4.66386372500421,11.794761647084
"2532","I1",16,"Atalanta","Milan",1,"H",0.3,0.5,-3,-1,15,-6,0,-4,2,4,3.3,3.3,2.25,0.241368057091313,0.27929392154889,0.479338021359796,16,2.0862104724411,3.58045744230402,4.14305029443761
"2542","I1",16,"Chievo","Palermo",1,"H",0.5,0.2,-2,-8,-12,-43,-9,-13,-6,-10,2.1,3.4,3.6,0.144390234666576,0.276597224061348,0.579012541272076,16,1.72707830784291,3.61536527849682,6.92567611867372
"2552","I1",16,"Fiorentina","Sampdoria",1,"D",0.5,0.5,-2,2,12,28,-5,10,5,-7,1.62,3.8,6,0.369059829087723,0.283672074246547,0.34726809666573,16,2.87961954928031,3.52519719347091,2.70958777191193
"2562","I1",16,"Genoa","Frosinone",1,"H",0.6,0.4,0,-1,-1,-12,-5,-5,2,1,1.53,4,6.5,0.244255346569476,0.287607525988199,0.468137127442325,16,2.13612623605292,3.47696047439673,4.09407619544394
"2572","I1",16,"Inter","Torino",1,"A",0.7,0.2,3,-5,-12,-9,-4,2,7,-5,1.8,3.75,4.33,0.189759736791103,0.260231037154527,0.55000922605437,16,1.81815131934014,3.84273917106281,5.26982181209942
"2582","I1",16,"Lazio","Roma",1,"A",0.5,0.9,0,11,-1,46,-2,21,-7,13,3.3,3.4,2.2,0.565339514437051,0.284105097195815,0.150555388367134,16,6.64207379653172,3.51982421248418,1.76884858472306
"2592","I1",16,"Udinese","Napoli",1,"H",0.3,0.8,-2,5,-32,50,-4,29,-1,21,6.5,4.33,1.5,0.618589909009288,0.225349681372324,0.156060409618388,16,6.40777505611633,4.43754787630604,1.61657987858477
"2602","I1",16,"Bologna","Verona",1,"A",0.3,0.3,-3,-4,3,-1,-3,-2,-9,1,1.85,3.5,4.5,0.238450375264639,0.328350204787775,0.433199419947586,16,2.30840567635338,3.04552878426355,4.19374471057206
"2613","I1",16,"Chievo","Carpi",1,"H",0.7,0.6,2,0,-11,-9,-3,-8,-3,-7,2,3.2,4,0.19430072598568,0.260314024045091,0.545385249969229,16,1.83356627275201,3.84151412382908,5.14666116107924
"2622","I1",16,"Frosinone","Inter",1,"A",0.3,0.5,-5,0,-14,-1,-11,-5,-6,14,6,3.75,1.57,0.406970013656815,0.289513815429079,0.303516170914106,16,3.29471736872629,3.45406659961263,2.45718349372853
"2632","I1",16,"Milan","Juventus",1,"A",0.4,1,-2,9,8,20,-3,17,6,6,4,3.1,2.05,0.50701545643754,0.256977996956542,0.236006546605917,16,4.23717059709278,3.89138374430209,1.97232645928851
"2642","I1",16,"Sassuolo","Genoa",1,"A",0.7,0.6,5,3,-10,3,1,0,-15,9,2,3.3,3.8,0.253793244491748,0.367408351538547,0.378798403969705,16,2.639926645731,2.72176719939118,3.94021520156151
"2652","I1",16,"Empoli","Fiorentina",1,"H",0.2,0.4,-4,-3,-22,22,-11,-4,0,14,3,3.2,2.4,0.396394381007293,0.236932413560789,0.366673205431918,16,2.72722409269601,4.22061289534551,2.52274009903688
"2662","I1",16,"Napoli","Verona",1,"H",0.7,0.3,3,-5,38,-12,23,-8,22,-7,1.2,6.5,13,0.0472644780468842,0.132731247478073,0.820004274475043,16,1.21950583811309,7.53402095588076,21.1575382046544
"2672","I1",16,"Palermo","Lazio",1,"A",0.2,0.4,-5,-3,-17,-10,-9,-6,-5,-2,3.4,3.4,2.1,0.286697103378494,0.268613219686386,0.44468967693512,16,2.24875919515869,3.72282496433917,3.48800175591524
"2682","I1",16,"Sampdoria","Udinese",1,"H",0.6,0.5,4,1,3,-24,6,2,-14,-5,2,3.4,3.75,0.159777714402468,0.370616079380354,0.469606206217178,16,2.12944374831693,2.69820996884953,6.25869511114096
"2692","I1",16,"Torino","Atalanta",1,"H",0.3,0.5,-4,-1,-13,15,-1,4,-14,1,1.83,3.4,4.5,0.306292071861067,0.324088850015179,0.369619078123754,16,2.7054880529332,3.0855736010454,3.26485760445539
"2702","I1",16,"Roma","Bologna",1,"D",0.9,0.2,9,-4,24,10,20,-4,5,1,1.33,4.75,10,0.0680922754250792,0.220094500573241,0.71181322400168,16,1.40486291386691,4.54350289260058,14.68595363802
"2713","I1",16,"Bologna","Torino",1,"A",0.2,0.5,-4,-2,-7,-16,-8,-6,-8,-17,2.8,3.1,2.7,0.225311398089981,0.272560398391043,0.502128203518976,16,1.99152326635285,3.66891157300591,4.43830187232977
"2722","I1",16,"Carpi","Genoa",1,"H",0.5,0.8,-1,5,-12,0,-7,1,-15,-2,2.75,3.1,2.75,0.356754566288461,0.334732887914366,0.308512545797172,16,3.24135926925136,2.98745667397889,2.80304751359911
"2732","I1",16,"Inter","Napoli",1,"H",0.7,0.8,3,6,5,54,-1,24,16,24,3,3.2,2.5,0.541228761000505,0.237695115778735,0.22107612322076,16,4.52332882190733,4.20707003896066,1.84764756062006
"2742","I1",16,"Atalanta","Roma",1,"D",0.4,0.8,-2,7,24,24,7,20,7,17,5,3.6,1.75,0.439078087873701,0.303092661775889,0.25782925035041,16,3.87853588621509,3.2993210529769,2.27749921396134
"2752","I1",16,"Fiorentina","Sassuolo",1,"H",0.3,0.5,-5,2,32,5,1,-1,16,-3,1.85,3.6,4.33,0.284313252292765,0.237999149280695,0.477687598426541,16,2.09341838325698,4.2016956910237,3.51724723323932
"2762","I1",16,"Juventus","Palermo",1,"H",1,0.1,8,-8,17,-18,13,-14,6,-10,1.14,8,21,0.0435018765535039,0.175562471263987,0.780935652182509,16,1.28051523477672,5.69597814840698,22.9875140850551
"2772","I1",16,"Lazio","Empoli",1,"H",0.6,0.4,2,0,-6,-30,3,-9,-3,-4,1.73,3.75,5,0.154744997634108,0.2752621099092,0.569992892456692,16,1.75440784128019,3.63290102052138,6.46224443625948
"2782","I1",16,"Sampdoria","Milan",1,"A",0.6,0.2,4,-4,-8,2,4,-1,-25,7,3,3.3,2.4,0.167124847432008,0.419640601535666,0.413234551032326,16,2.4199331771795,2.38299153213612,5.98355071292933
"2792","I1",16,"Udinese","Chievo",1,"D",0.3,0.7,-3,2,-26,-11,-3,-5,1,3,1.95,3.4,4.2,0.300154776540726,0.227513555972445,0.472331667486828,16,2.11715637302233,4.39534249168481,3.33161448078543
"2802","I1",16,"Verona","Frosinone",1,"A",0.3,0.3,-6,-4,-20,-9,-11,-7,-4,-6,1.8,3.8,4.33,0.287641196117656,0.266081270793062,0.446277533089282,16,2.24075810645825,3.75825024068576,3.47655347529205
"2813","I1",16,"Napoli","Bologna",1,"H",0.6,0.1,2,-5,36,-16,14,-12,19,-15,1.22,6,15,0.0598805434006599,0.152200104806935,0.787919351792405,16,1.26916542629032,6.57029770950878,16.6999152514201
"2822","I1",16,"Chievo","Frosinone",1,"H",0.8,0.3,4,-5,-4,-27,2,-11,6,-6,1.85,3.6,4,0.103648187861766,0.213408196489489,0.682943615648744,16,1.46424972294393,4.6858556346464,9.64802203135169
"2832","I1",16,"Empoli","Verona",1,"H",0.4,0.3,-1,-4,-38,-16,-12,-5,-3,-7,1.83,3.6,4.5,0.256050437398409,0.250577408196868,0.493372154404723,16,2.02686753006267,3.99078275729607,3.90548053797707
"2842","I1",16,"Genoa","Inter",1,"H",0.6,0.7,1,3,-4,5,-9,0,-2,13,3.6,3.5,2.05,0.38424439605361,0.30251045375349,0.313245150192899,16,3.19238781313674,3.30567088704604,2.60251030404222
"2852","I1",16,"Juventus","Lazio",1,"H",1,0.7,10,4,27,8,13,8,13,-1,1.5,4.2,7,0.149851878556296,0.262768529672799,0.587379591770905,16,1.70247658245169,3.80563076272949,6.67325634909758
"2862","I1",16,"Palermo","Atalanta",1,"D",0.1,0.5,-10,0,-23,15,-15,6,-11,5,2.7,3.2,2.75,0.528451711458393,0.269592995095341,0.201955293446266,16,4.95159093349574,3.70929519013041,1.8923204870323
"2872","I1",16,"Roma","Torino",1,"H",0.7,0.6,4,-1,26,-19,17,-3,15,-17,1.45,4.33,7,0.0672890779837806,0.161135689296963,0.771575232719256,16,1.29604989584192,6.20594980766218,14.861252820867
"2882","I1",16,"Sassuolo","Sampdoria",1,"D",0.3,0.4,-2,0,-2,-15,-3,0,1,-25,1.91,3.6,4,0.201271908132944,0.250704889984687,0.548023201882369,16,1.82474026020279,3.98875347050901,4.96840323757193
"2892","I1",16,"Udinese","Fiorentina",1,"H",0.4,0.5,-1,0,1,39,0,10,4,18,3.3,3.4,2.2,0.392009029130101,0.274600269611806,0.333390701258093,16,2.999483777521,3.64165702172715,2.55096165060044
"2902","I1",16,"Milan","Carpi",1,"D",0.4,0.6,-1,2,9,-2,-2,2,4,-11,1.44,4.5,7.5,0.256846919243205,0.265562336407853,0.477590744348942,16,2.09384292269569,3.76559422366351,3.89336964969829
"2913","I1",16,"Inter","Udinese",1,"H",0.5,0.6,1,1,-5,7,-3,4,2,9,1.44,4.2,8.5,0.318569839379008,0.283514808365508,0.397915352255484,16,2.51309730657978,3.52715262305028,3.13902911195018
"2922","I1",16,"Atalanta","Chievo",1,"H",0.6,0.9,2,8,4,0,8,4,-6,7,1.95,3.5,4,0.285328782190094,0.325588296058392,0.389082921751514,16,2.57014621844195,3.07136347376767,3.50472879856114
"2932","I1",16,"Bologna","Genoa",1,"H",0.1,0.6,-10,1,-20,-9,-24,-9,-10,-7,2.25,3.2,3.4,0.488087535015184,0.25535085124354,0.256561613741276,16,3.89769921313493,3.91618040484327,2.04881282200516
"2942","I1",16,"Fiorentina","Juventus",1,"A",0.4,1,-1,12,40,30,10,19,10,17,3.5,3.3,2.15,0.466436319989493,0.289664550163731,0.243899129846776,16,4.10005562803044,3.4522691832147,2.14391537953675
"2952","I1",16,"Frosinone","Palermo",1,"A",0.3,0.2,-8,-9,-42,-5,-18,-10,-13,1,2.38,3.4,3,0.31999529084896,0.280374145326667,0.399630563824373,16,2.50231111061734,3.56666267795445,3.1250459884799
"2962","I1",16,"Sampdoria","Lazio",1,"H",0.4,0.5,0,-1,-32,2,-6,-4,-31,-6,2.8,3.2,2.6,0.247176923278731,0.375044640842945,0.377778435878324,16,2.64705421227929,2.66634925845738,4.04568511791185
"2972","I1",16,"Torino","Sassuolo",1,"A",0.6,0.4,-1,-1,-22,26,-3,8,-17,17,2.05,3.5,3.6,0.370383299414676,0.368568960331715,0.261047740253609,16,3.83071693717209,2.71319646423832,2.69990575055711
"2982","I1",16,"Carpi","Empoli",1,"H",0.5,0.5,1,0,-15,-48,2,-11,-10,-8,1.83,3.6,4.5,0.140795734783839,0.282861452060855,0.576342813155306,16,1.73507845881741,3.53529967662352,7.10248788100917
"2992","I1",16,"Roma","Napoli",1,"H",0.7,0.6,4,7,28,38,14,22,18,19,2.45,3.4,2.9,0.363081659166542,0.292562760246356,0.344355580587103,16,2.90397500831864,3.41807002079806,2.75420136146649
"3002","I1",16,"Verona","Milan",1,"H",0.2,0.4,-5,-1,-10,33,-6,3,-1,9,5,3.6,1.75,0.411824128162202,0.257078269860887,0.331097601976911,16,3.02025745287559,3.88986591725987,2.42822100895977
"3013","I1",16,"Chievo","Fiorentina",1,"D",0.7,0.3,6,-2,3,45,2,12,3,12,3.8,3.3,2.05,0.279936757635495,0.308830071036255,0.41123317132825,16,2.43171044974334,3.23802664890947,3.57223541647967
"3022","I1",16,"Udinese","Torino",1,"A",0.5,0.6,-1,0,-1,-15,-2,-3,1,-16,1.95,3.4,4.2,0.19420016034597,0.250091591233766,0.555708248420264,16,1.79950541105471,3.99853507695618,5.14932633535672
"3032","I1",16,"Empoli","Bologna",1,"D",0.4,0.3,-1,-6,-54,-9,-12,-17,-14,-9,2.25,3.2,3.3,0.19559101091378,0.227816447301395,0.576592541784825,16,1.73432697707905,4.3894987032127,5.11270939972195
