"","Div","year","HomeTeam","AwayTeam","enough_games","FTR","form_H","form_A","g_H","g_A","s_H","s_A","st_H","st_A","c_H","c_A","B365H","B365D","B365A","A","D","H","iter","H_odds","D_odds","A_odds"
"54","I1",12,"Fiorentina","Novara",1,"D",0.6,0.3,0,-7,-9,-45,0,-14,3,-4,1.5,4,7,0.117964400603667,0.211765618796949,0.670269980599384,1,1.49193612864141,4.72220186487802,8.47713373596303
"55","I1",12,"Atalanta","Lazio",1,"A",0.6,0.2,1,-4,-8,-4,1,-3,3,2,2.3,3.2,3.1,0.218749717502102,0.269580537043382,0.511669745454515,1,1.95438563425653,3.70946660677909,4.57143447506573
"56","I1",12,"Cesena","Roma",1,"A",0.1,0.3,-6,-5,-51,22,-22,-2,-24,16,4.5,3.75,1.73,0.538386194082816,0.289654927279121,0.171958878638063,1,5.81534380731098,3.45238387412746,1.85740275473367
"57","I1",13,"Parma","Milan",1,"D",0.4,0.4,-2,1,-4,19,-4,6,7,15,3,3.25,2.38,0.420694285023095,0.271085625078154,0.308220089898751,1,3.244434846309,3.68887136568639,2.37702302027968
"58","I1",13,"Genoa","Roma",1,"A",0.5,0.5,-1,1,-25,NA,-2,NA,-23,NA,3.3,3.6,2.05,NA,NA,NA,1,NA,NA,NA
"59","I1",13,"Palermo","Milan",1,"D",0.5,0.5,2,1,21,23,10,7,9,16,3.2,3.3,2.25,0.310204679415532,0.259777376054681,0.430017944529787,1,2.32548434948098,3.84944992203443,3.22367799829498
"60","I1",13,"Cagliari","Siena",1,"H",0.6,0.3,0,-2,0,-29,8,-17,-4,-12,1.91,3.3,4.2,0.142004546985458,0.221533734639385,0.636461718375157,1,1.57118640623498,4.51398520242441,7.04202802817577
"61","I1",13,"Roma","Palermo",1,"H",0.4,0.6,-1,3,11,14,0,3,1,4,1.5,4.33,6,0.356493550144065,0.270300888553644,0.373205561302291,1,2.6794884741549,3.69958088318137,2.80509983868119
"62","I1",13,"Genoa","Napoli",1,"A",0.1,0.5,-5,-1,-10,17,-2,11,-15,-7,3.8,3.3,2,0.397302605608425,0.335650683802985,0.26704671058859,1,3.74466323811265,2.97928783778961,2.51697317330353
"63","I1",13,"Juventus","Torino",1,"H",0.5,0.5,3,-1,33,-30,15,0,10,2,1.33,5,9,0.141944250472246,0.198718079090259,0.659337670437494,1,1.51667354200536,5.03225476301928,7.04501941200871
"64","I1",13,"Fiorentina","Sampdoria",1,"D",0.9,0.4,9,-1,29,-29,13,-5,3,-6,1.44,4.2,7.5,0.0934231881980875,0.16867883394276,0.737897977859152,1,1.35520089498182,5.92842609013613,10.7039806635551
"65","I1",13,"Inter","Palermo",1,"H",0.5,0.5,1,-2,16,-5,3,-9,4,-13,1.44,4.33,7,0.156365748745205,0.243202919408305,0.60043133184649,1,1.66546938335934,4.11179274670275,6.39526244094211
"66","I1",13,"Lazio","Parma",1,"H",0.6,0.6,0,0,-2,35,2,10,-6,6,1.73,3.6,4.75,0.346010393125536,0.313088553312454,0.34090105356201,1,2.93340249187027,3.19398454341455,2.89008659817103
"67","I1",13,"Palermo","Juventus",1,"A",0.4,0.5,-3,5,-10,38,-8,12,-13,18,5.5,3.8,1.62,0.592557032584986,0.244120186519217,0.163322780895797,1,6.12284455674325,4.09634292951551,1.6876012687548
"68","I1",13,"Siena","Catania",1,"A",0.6,0.5,0,1,-31,-15,-9,-6,-8,6,2.3,3.1,3.3,0.343480338772425,0.261993786904156,0.394525874323419,1,2.5346880016803,3.81688440713223,2.9113747924377
"69","I1",13,"Catania","Torino",1,"D",0.4,0.4,-1,-3,14,-28,-2,-12,18,-13,1.95,3.3,4,0.136677483228649,0.217134070453818,0.646188446317533,1,1.54753618034917,4.60544951747998,7.31649410259545
"70","I1",13,"Inter","Pescara",1,"H",0.5,0.6,-2,-2,0,-60,-1,-27,10,-17,1.25,5.5,12,0.0965016317903669,0.171922928087316,0.731575440122317,1,1.36691302790701,5.81655984530535,10.3625190729658
"71","I1",13,"Cagliari","Genoa",1,"H",0,0.4,-11,-2,-32,3,-16,0,2,2,2,3.4,3.8,0.461978302186352,0.304606583237095,0.233415114576552,1,4.2842127075367,3.28292313768424,2.16460382504419
"72","I1",13,"Udinese","Fiorentina",1,"H",0.8,0.5,8,2,-13,38,3,23,-11,20,3.1,3.3,2.3,0.434494457242991,0.284129360339339,0.28137618241767,1,3.55396107590804,3.51952363812627,2.30152533209589
