"","Div","year","HomeTeam","AwayTeam","enough_games","FTR","form_H","form_A","g_H","g_A","s_H","s_A","st_H","st_A","c_H","c_A","B365H","B365D","B365A","A","D","H","H_odds","D_odds","A_odds"
"123","I1",12,"Lecce","Palermo",1,"D",0.6,0.2,2,-5,-24,-12,-20,-16,-27,4,2.05,3.4,3.6,0.294361220811056,0.274053407570824,0.43158537161812,2.31703868055294,3.64892379505104,3.39718661732918
"124","I1",12,"Roma","Genoa",1,"H",0.4,0.3,-3,-2,12,0,-8,2,-2,3,1.5,4,7,0.303253884211994,0.309865818288087,0.386880297499919,2.58477882296451,3.22720332795883,3.29756699604525
"125","I1",12,"Chievo","Siena",1,"D",0.6,0.6,0,5,-22,2,-6,6,-33,6,2.5,2.4,4,0.462982852757952,0.29967836412268,0.237338783119368,4.21338639583847,3.33691090088381,2.1599072061591
"126","I1",12,"Catania","Milan",1,"D",0.7,0.9,2,9,4,18,3,26,8,21,3.5,3.25,2.1,0.455999410948778,0.275997298812843,0.268003290238379,3.73129747440987,3.62322386596295,2.19298528899268
"127","I1",12,"Juventus","Napoli",1,"H",0.7,0.8,7,5,41,21,16,10,30,-5,1.8,3.5,4.5,0.173437198321641,0.220584759964664,0.605978041713695,1.65022481206088,4.53340475634033,5.76577579479512
"128","I1",12,"Roma","Novara",1,"H",0.4,0.5,-3,0,-5,-26,-15,-5,-5,-14,1.3,5,11,0.266049878991486,0.285258845831086,0.448691275177428,2.22870391140226,3.50558804613598,3.7586936847733
"129","I1",12,"Atalanta","Siena",1,"A",0.5,0.7,0,4,-13,-17,-4,-4,12,-3,2.4,2.5,4,0.26290517534005,0.245479797864889,0.491615026795061,2.03411194836579,4.07365497567501,3.80365277597357
"130","I1",12,"Cagliari","Inter",1,"D",0.4,0.6,-2,1,-5,29,-7,5,2,1,4,3.25,2,0.377168826645994,0.289002440360725,0.33382873299328,2.99554801958922,3.4601783941749,2.65133258464806
"131","I1",12,"Fiorentina","Palermo",1,"D",0.3,0.4,-6,-1,-7,-28,-4,-8,0,-5,1.7,3.6,5,0.253614747025336,0.284921762631027,0.461463490343638,2.16701867195459,3.50973541215593,3.94298837795935
"132","I1",12,"Genoa","Cesena",1,"D",0.3,0.3,-2,-5,-44,-26,-11,-2,-11,-18,1.44,4,8,0.272592787964604,0.31064070296592,0.416766509069476,2.39942504553142,3.21915315814138,3.66847563160713
"133","I1",12,"Inter","Siena",1,"H",0.6,0.7,1,2,27,-21,6,-4,2,-6,1.62,3.8,5.5,0.18112697631505,0.231681510267624,0.587191513417325,1.70302188834478,4.31627020578751,5.52098875796729
"134","I1",12,"Napoli","Atalanta",1,"A",0.4,0.4,-2,-1,-4,10,-7,0,-5,21,1.44,4,8.5,0.396958407971285,0.282857196794226,0.320184395234488,3.12320030233718,3.53535286120891,2.51915560904894
"135","I1",12,"Catania","Atalanta",1,"H",0.4,0.5,-1,1,3,7,-5,2,9,15,2.1,2.8,4.33,0.351617001919352,0.274093976581103,0.374289021499545,2.67173211758554,3.64838371303686,2.84400354516806
"136","I1",12,"Milan","Bologna",1,"D",0.7,0.4,3,-3,4,20,17,6,3,-6,1.2,6.5,13,0.180550068009354,0.268898207534332,0.550551724456314,1.81635976344916,3.71887938253483,5.53862987162205
"137","I1",12,"Atalanta","Chievo",1,"H",0.4,0.6,-1,1,15,24,1,8,16,4,2.1,2.63,4.75,0.309894540639575,0.28097941533832,0.409126044022105,2.44423452041584,3.55897957434329,3.2269042169512
"138","I1",12,"Milan","Genoa",1,"H",0.6,0.3,1,-4,18,-15,16,-12,16,17,1.2,6.5,13,0.136158459647721,0.199523784154223,0.664317756198056,1.50530373555432,5.01193381149509,7.34438390818517
"139","I1",12,"Udinese","Inter",1,"A",0.4,0.6,-1,0,-14,18,-5,3,-11,0,2.3,3.4,3,0.379558221716666,0.291006646515097,0.329435131768237,3.03549896039478,3.43634762977182,2.63464191469019
"140","I1",12,"Cagliari","Chievo",1,"D",0.5,0.5,1,0,-1,10,-9,2,12,-1,1.91,3.1,4.5,0.281655249237254,0.270505174943334,0.447839575819412,2.2329424508102,3.69678694764151,3.55043977596045
"141","I1",12,"Napoli","Palermo",1,"H",0.5,0.3,0,-3,1,-13,0,-9,0,-24,1.3,5.25,9.5,0.15606684859783,0.258333376293531,0.585599775108639,1.70765092902312,3.87096709820318,6.40751068522508
"142","I1",12,"Milan","Atalanta",1,"H",0.7,0.6,4,2,26,12,6,5,20,10,1.22,6,12,0.218857039437178,0.238262280545604,0.542880680017219,1.84202539675621,4.19705543701702,4.56919275967382
"143","I1",12,"Atalanta","Lazio",1,"A",0.6,0.2,1,-4,-8,-4,1,-3,3,2,2.3,3.2,3.1,0.208235963567083,0.271955291340396,0.519808745092521,1.92378448696935,3.67707498931631,4.80224444841321
"144","I1",12,"Cagliari","Juventus",1,"A",0.3,0.9,-2,10,19,83,-3,35,23,27,13,5.25,1.25,0.63889621370928,0.24230655840308,0.11879722788764,8.41770483858274,4.12700343973557,1.56519944639245
"145","I1",12,"Novara","Cesena",1,"H",0.3,0.2,-7,-3,-63,-46,-19,-17,-14,-31,2,3.3,3.8,0.240413393843279,0.307843765556274,0.451742840600447,2.2136488066326,3.24840101339391,4.15950203112179
"146","I1",12,"Siena","Parma",1,"A",0.4,1,-1,9,-36,20,-5,0,-18,-5,2.3,3.25,3.1,0.501162107657786,0.256880184613779,0.241957707728435,4.13295368594898,3.89286546762455,1.99536234827004
"147","I1",12,"Chievo","Lecce",1,"H",0.4,0.2,-1,-4,-16,-5,-10,-10,-11,-6,2.25,3.5,3,0.27064449274874,0.294518680251845,0.434836826999416,2.29971322093504,3.39537036885027,3.69488397803231
"148","I1",12,"Fiorentina","Cagliari",1,"D",0.6,0.3,0,-3,-6,12,-2,-5,-2,10,2,3.3,3.75,0.265925299399455,0.272982979712585,0.46109172088796,2.16876589775722,3.66323204857997,3.76045454215271
"149","I1",12,"Genoa","Palermo",1,"H",0.2,0.3,-6,-3,-26,16,-10,8,2,4,2,2.3,6,0.407456963415569,0.321847398826426,0.270695637758005,3.69418586971828,3.1070625509057,2.45424692614736
"150","I1",13,"Cagliari","Pescara",1,"A",0.2,0.3,-7,-6,NA,-24,NA,-14,NA,-2,1.73,3.5,5,NA,NA,NA,NA,NA,NA
"151","I1",13,"Atalanta","Siena",1,"H",0.4,0.5,-5,1,-25,-27,-15,-16,-6,-13,2,3.2,4,0.267253759776947,0.267481117996317,0.465265122226736,2.14931219261407,3.73858165200943,3.74176213960324
"152","I1",13,"Cagliari","Bologna",1,"H",0.3,0.5,-5,3,NA,7,NA,1,NA,16,2,3.3,3.8,NA,NA,NA,NA,NA,NA
"153","I1",13,"Chievo","Fiorentina",1,"D",0.2,0.6,-8,2,-14,24,-8,8,3,9,3.1,3.1,2.38,0.471379351655922,0.293399883130243,0.235220765213836,4.25132534149745,3.40831764938397,2.12143361071517
"154","I1",13,"Torino","Parma",1,"A",0.5,0.5,3,-1,-10,10,3,-6,-3,7,2.2,3.1,3.5,0.282443880050187,0.255841251691465,0.461714868258349,2.16583885152353,3.90867380998418,3.54052635101285
"155","I1",13,"Atalanta","Napoli",1,"H",0.3,0.8,-6,4,-14,13,-9,12,0,-10,3.5,3.3,2.1,0.418039485766786,0.303810800935553,0.278149713297661,3.59518616123776,3.29152221356385,2.39211852958281
"156","I1",13,"Juventus","Bologna",1,"H",0.9,0.2,7,-1,29,5,23,-4,15,3,1.25,5.5,12,0.108152267402987,0.206870019120248,0.684977713476765,1.45990151259705,4.83395324393877,9.24622316306963
"157","I1",13,"Roma","Palermo",1,"H",0.4,0.6,-1,3,11,14,0,3,1,4,1.5,4.33,6,0.348795586606695,0.286654700952865,0.364549712440441,2.7431101050817,3.48851770675979,2.86700875354713
"158","I1",13,"Siena","Genoa",1,"H",0.1,0.2,-5,-4,-34,-21,-17,-3,-9,-19,2.15,3.25,3.4,0.325504318751167,0.334984361257305,0.339511319991528,2.94540989097198,2.98521398505493,3.07215585905775
"159","I1",13,"Pescara","Juventus",1,"A",0.3,0.8,-4,3,-28,44,-7,30,4,18,8.5,4.75,1.36,0.581932360014001,0.269276264498948,0.148791375487051,6.72081964916731,3.71365817132354,1.71841277219218
"160","I1",13,"Chievo","Udinese",1,"D",0.5,0.6,-2,1,-20,2,-2,-3,-5,1,2.38,3.1,3.1,0.314885126041392,0.274109239933254,0.411005634025353,2.43305667176892,3.64818055839161,3.1757613088036
"161","I1",13,"Lazio","Roma",1,"H",0.5,0.6,-2,5,-9,28,-4,9,-3,12,2.63,3.5,2.5,0.452303610579614,0.289795486548893,0.257900902871493,3.87745831389462,3.45070936717741,2.21090430544768
"162","I1",13,"Torino","Bologna",1,"H",0.3,0.1,-3,-5,-24,-22,0,-21,2,-5,2,3.1,4.2,0.19206921206529,0.256165784652187,0.551765003282524,1.81236576087803,3.90372196410917,5.20645651245798
"163","I1",13,"Bologna","Palermo",1,"H",0.1,0.5,-5,-1,-12,14,-18,1,-6,-7,2.2,3.2,3.4,0.426318364067714,0.303090614743893,0.270591021188392,3.69561412499262,3.29934333613393,2.34566484647414
"164","I1",13,"Catania","Chievo",1,"H",0.4,0.4,1,-3,-14,-17,-18,-6,-9,-1,1.83,3.4,4.5,0.305667420721057,0.275346204962547,0.418986374316397,2.3867124596392,3.63179147552087,3.27152955208979
"165","I1",13,"Siena","Pescara",1,"H",0.4,0.3,-2,-6,-38,-31,-17,-8,-2,4,1.73,3.4,5.25,0.270738612220934,0.266850133864747,0.462411253914319,2.16257712487528,3.74742176635688,3.69359948991671
"166","I1",13,"Atalanta","Genoa",1,"A",0.7,0,0,-7,-29,-1,-15,-2,-9,-9,1.8,3.4,4.75,0.22335532018105,0.309563835353901,0.46708084446505,2.14095699245664,3.23035150038368,4.47717116919091
"167","I1",13,"Pescara","Roma",1,"A",0.3,0.4,-6,2,-24,22,-10,4,0,12,5.5,4.33,1.53,0.466052904552162,0.297952758668085,0.235994336779753,4.23738981894838,3.35623675535082,2.1456791497972
"168","I1",13,"Sampdoria","Bologna",1,"H",0.2,0.3,-3,-1,-21,-9,-9,-10,1,-8,2.3,3.1,3.3,0.304393639183017,0.292996884036914,0.402609476780069,2.48379647691767,3.41300557952013,3.28521976570853
"169","I1",13,"Torino","Fiorentina",1,"D",0.4,1,-3,11,-26,31,-1,19,0,6,3.2,3.1,2.3,0.556220819131375,0.264023937640802,0.179755243227823,5.56312006283229,3.78753536113258,1.79784712402828
"170","I1",13,"Juventus","Torino",1,"H",0.5,0.5,3,-1,33,-30,15,0,10,2,1.33,5,9,0.156303553420861,0.229960893117742,0.613735553461397,1.62936625450508,4.34856547320848,6.39780720344478
"171","I1",13,"Genoa","Chievo",1,"A",0.2,0.4,-5,-3,-6,2,-7,-3,-7,3,2.1,3.25,3.6,0.351207097768799,0.300267854839893,0.348525047391308,2.86923424151276,3.33035982334244,2.84732286549147
"172","I1",13,"Inter","Palermo",1,"H",0.5,0.5,1,-2,16,-5,3,-9,4,-13,1.44,4.33,7,0.16633648515457,0.233439892917426,0.600223621928003,1.66604572607099,4.28375796228507,6.0119101294628
"173","I1",13,"Napoli","Pescara",1,"H",0.6,0.2,2,-7,-4,-40,9,-16,-6,5,1.2,6,15,0.130028798490427,0.210572655234157,0.659398546275416,1.51653352232645,4.74895469636358,7.69060401702952
"174","I1",13,"Cagliari","Chievo",1,"A",0.2,0.4,-7,-3,-7,-16,-4,-3,0,-4,1.85,3.3,4.5,0.284453689547611,0.301007790186487,0.414538520265902,2.41232105368292,3.32217315498864,3.51551073775973
"175","I1",13,"Sampdoria","Udinese",1,"A",0.5,0.5,0,0,-26,-7,-4,-3,-13,-1,2.5,3.2,2.88,0.318499187164954,0.284423001709859,0.397077811125187,2.51839808718178,3.51589004401305,3.13972543823821
"176","I1",13,"Lazio","Inter",1,"H",0.8,0.5,5,0,-11,-2,8,0,-11,6,2.4,3.2,3,0.238736438450729,0.259639722199965,0.501623839349306,1.99352566914917,3.85149079473224,4.18871960430281
"177","I1",13,"Juventus","Atalanta",1,"H",0.7,0.4,8,-3,52,-10,14,0,24,8,1.29,5,11,0.110515007086705,0.186420854491783,0.703064138421511,1.42234533857061,5.36420671778476,9.04854486608722
"178","I1",13,"Parma","Cagliari",1,"H",0.4,0.2,-1,-6,27,15,4,2,5,14,2,3.2,4,0.250943375423918,0.290977294631977,0.458079329944105,2.18302799238293,3.43669426600719,3.98496273635717
"179","I1",13,"Cagliari","Juventus",1,"A",0.1,0.7,-9,6,1,71,-5,21,14,29,8.5,4.33,1.4,0.636107062557173,0.24757020454634,0.116322732896486,8.59677188714164,4.03925828567476,1.57206240719913
"180","I1",13,"Roma","Milan",1,"H",0.8,0.9,6,8,60,33,14,13,17,4,2.25,3.75,2.8,0.239789865138062,0.246380900262578,0.51382923459936,1.94617186540527,4.05875617360866,4.17031803835512
"181","I1",13,"Inter","Pescara",1,"H",0.5,0.6,-2,-2,0,-60,-1,-27,10,-17,1.25,5.5,12,0.091940717768668,0.155489910319812,0.75256937191152,1.32878115602819,6.43128546375257,10.8765737778565
"182","I1",13,"Lazio","Atalanta",1,"H",0.9,0.3,4,-4,-3,-20,8,-4,1,9,1.57,3.8,6,0.143481770776953,0.219732571933636,0.636785657289411,1.57038712878156,4.55098664344593,6.96952647423438
"183","I1",13,"Udinese","Fiorentina",1,"H",0.8,0.5,8,2,-13,38,3,23,-11,20,3.1,3.3,2.3,0.432323469667217,0.299147475381725,0.268529054951059,3.72399180484308,3.34283282425819,2.31308284227492
"184","I1",13,"Juventus","Genoa",1,"D",0.7,0.4,8,-1,75,-12,34,3,24,-4,1.17,6.5,17,0.0750784977107533,0.178967647656503,0.745953854632743,1.34056549716783,5.58760207833386,13.3193927754467
"185","I1",13,"Bologna","Roma",1,"D",0.4,0.3,1,-3,-36,14,-13,-5,-6,-4,2.9,3.5,2.3,0.337283221117963,0.290669356281643,0.372047422600394,2.68782939822721,3.44033513815283,2.96486732036473
"186","I1",13,"Sampdoria","Pescara",1,"H",0.3,0.4,-3,-4,-21,-42,-6,-21,-16,-15,1.62,3.75,5.5,0.202713131146919,0.251642908543065,0.545643960310016,1.83269690996274,3.97388508100504,4.93307954123227
"187","I1",13,"Roma","Cagliari",1,"A",0.4,0.4,-2,-2,10,-21,-4,-9,-11,-7,1.5,4.33,6,0.234159868762682,0.27801379760857,0.487826333628748,2.04990983689092,3.59694377977582,4.27058660941378
"188","I1",13,"Fiorentina","Parma",1,"H",0.3,0.6,-2,1,56,-11,16,-14,19,-17,1.73,3.5,5,0.120976517740446,0.203505477166217,0.675518005093337,1.48034544225336,4.91387265799845,8.26606699116176
"189","I1",13,"Atalanta","Catania",1,"D",0.3,0.7,-3,2,-12,-10,-3,5,2,3,2.2,3.2,3.4,0.362180460655697,0.281688365465531,0.356131173878772,2.8079541285549,3.55002237436167,2.76105452566266
"190","I1",13,"Cagliari","Milan",1,"D",0.6,0.9,2,4,-17,50,-5,15,-7,18,5.25,3.6,1.67,0.510329776832155,0.25338254825125,0.236287674916595,4.23212933282695,3.94660171705439,1.95951724825356
"191","I1",13,"Inter","Chievo",1,"H",0.4,0.5,-3,-3,11,-17,0,-6,18,0,1.57,4,5.5,0.182352079302192,0.232179118678984,0.585468802018824,1.70803294138267,4.30701953599291,5.48389688687241
"192","I1",13,"Palermo","Pescara",1,"D",0.2,0.2,-5,-9,1,-60,-6,-31,-2,-18,1.57,3.75,6,0.107278435315057,0.196563634967353,0.69615792971759,1.43645566230305,5.08741100644627,9.32153789401559
"193","I1",13,"Siena","Lazio",1,"H",0.5,0.4,1,0,5,26,1,8,12,9,3.1,3.1,2.4,0.314645472873912,0.291864224836417,0.393490302289671,2.54135869214851,3.42625068406543,3.17818016215581
"194","I1",13,"Palermo","Genoa",1,"D",0.4,0.6,-1,0,-2,-15,-9,-4,3,-15,2.1,3.3,3.5,0.240480603647149,0.264217843529706,0.495301552823145,2.01897206721875,3.7847557403426,4.1583395285687
"195","I1",13,"Juventus","Siena",1,"H",0.7,0.7,6,5,27,-15,15,-8,16,-2,1.2,6.5,13,0.14603582532567,0.192831041904538,0.661133132769791,1.51255465871229,5.18588703417914,6.84763480310348
"196","I1",13,"Parma","Catania",1,"A",0.2,0.7,-4,2,5,-11,-15,6,3,0,2.05,3.25,3.75,0.39355204278048,0.286444330211474,0.320003627008046,3.12496458040102,3.49107974754371,2.54096000349766
"197","I1",13,"Napoli","Juventus",1,"D",0.7,0.7,3,5,-5,31,8,13,-13,17,3,3.2,2.38,0.424568555018555,0.284815524804198,0.290615920177248,3.44096771914662,3.51104456362577,2.35533222651474
"198","I1",13,"Siena","Atalanta",1,"A",0.5,0.3,1,-2,-32,-32,-14,-15,-12,-7,2.2,3.2,3.4,0.248236747637439,0.264573602735057,0.487189649627505,2.05258876243487,3.77966656409558,4.02841243094494
"199","I1",13,"Torino","Palermo",1,"D",0.4,0.4,-1,-1,8,1,8,-9,9,-3,2.1,3.2,3.6,0.205307539669673,0.254155054109553,0.540537406220774,1.8500107272716,3.93460599673517,4.87074172535962
"200","I1",13,"Genoa","Milan",1,"A",0.6,0.8,0,5,-4,42,8,23,0,12,4,3.4,1.91,0.440211275138097,0.295250634172441,0.264538090689462,3.78017395299752,3.38695292832445,2.27163649928388
"201","I1",13,"Atalanta","Pescara",1,"H",0.5,0.1,1,-6,-26,-20,-11,-13,-6,-7,1.44,4,8,0.206926480447201,0.268590024921205,0.524483494631593,1.90663769257871,3.72314645822518,4.83263426623233
"202","I1",13,"Juventus","Catania",1,"H",0.7,0.5,5,-1,16,0,5,5,4,-3,1.29,5.25,11,0.19496626793321,0.254308830800122,0.550724901266668,1.81578860461911,3.93222680020092,5.12909238403524
"203","I1",13,"Roma","Parma",1,"H",0.7,0.3,2,0,10,11,-1,2,-10,18,1.5,4.33,6,0.318747257785726,0.293392214452448,0.387860527761826,2.5782463757541,3.40840673589884,3.13728189207587
"204","I1",13,"Udinese","Bologna",1,"D",0.4,0.6,-2,2,-5,0,-3,2,2,-7,2,3.2,4,0.306174029536865,0.288680152565624,0.405145817897511,2.46824712442908,3.46404140053471,3.26611633753736
"205","I1",13,"Sampdoria","Inter",1,"A",0.6,0.3,1,-4,5,-10,-4,-7,5,13,2.63,3.3,2.88,0.214221287324956,0.244659362792511,0.541119349882533,1.84802114398068,4.08731547644908,4.66807016467547
"206","I1",13,"Siena","Parma",1,"D",0.4,0.4,-4,2,-31,20,-10,10,-11,22,2.4,3.1,3.1,0.523749105633276,0.289194589282661,0.187056305084063,5.34598392473645,3.45787935549027,1.9093111362756
"207","I1",13,"Cagliari","Inter",1,"H",0.6,0.4,0,0,-32,3,-5,-1,-9,22,2.8,3.3,2.5,0.38576901944306,0.275917668517326,0.338313312039615,2.95583994011712,3.62426953436368,2.59222475004269
"208","I1",13,"Udinese","Lazio",1,"H",0.6,0.3,3,-4,11,24,7,1,-3,22,2.4,3.1,3.1,0.282639617285167,0.27421138262554,0.443149000089293,2.25657735840203,3.64682162507305,3.53807442001685
"209","I1",13,"Inter","Parma",1,"H",0.2,0.5,-3,1,9,26,-3,15,26,30,1.91,3.4,4,0.453957463912119,0.277640483209728,0.268402052878153,3.72575391759009,3.60178021749301,2.20284956079847
"210","I1",13,"Juventus","Milan",1,"H",1,0.8,7,5,36,7,19,11,-6,-5,1.73,3.6,4.75,0.182225768156298,0.247479781635187,0.570294450208515,1.75348015333899,4.04073412944138,5.48769809076773
"211","I1",13,"Milan","Catania",1,"H",0.6,0.5,2,1,16,1,14,4,-6,-16,1.33,4.75,9.5,0.199076234429194,0.287360954154649,0.513562811416157,1.94718148933426,3.47994390170987,5.0232013020905
"212","I1",13,"Torino","Juventus",1,"A",0.3,1,-3,7,6,28,-2,14,6,-5,5.5,3.8,1.62,0.437473562646821,0.280767641283448,0.281758796069731,3.5491349833583,3.56166399884541,2.28585241574316
"213","I1",13,"Catania","Siena",1,"H",0.3,0.4,-3,-4,-27,1,-8,-13,-24,10,2.25,3.25,3.2,0.376900646942628,0.277953995871003,0.345145357186369,2.89733000655729,3.59771766139348,2.6532191125483
"214","I1",13,"Juventus","Palermo",1,"H",1,0.8,7,5,35,-3,14,2,-2,-2,1.44,3.75,9.5,0.161622898101993,0.215281478749539,0.623095623148468,1.60489010490405,4.6450814338906,6.18724210333702
"215","I1",13,"Milan","Torino",1,"H",0.6,0.1,2,-6,44,-11,23,-6,4,4,1.25,5.5,12,0.113032291628285,0.230172178644482,0.656795529727233,1.5225438583836,4.34457372689066,8.84702933643574
"216","I1",13,"Torino","Genoa",1,"D",0.1,0.6,-5,2,-21,26,-6,8,-9,13,3,1.73,5,0.539653988489341,0.277777519693602,0.182568491817056,5.47739640091925,3.60000334477402,1.85303920906674
"217","I1",13,"Fiorentina","Palermo",1,"H",0.8,0.4,6,-1,35,-19,11,-5,10,-10,1.36,4.75,6.5,0.10290235964986,0.197010335878909,0.700087304471231,1.42839327840017,5.07587581909734,9.71795013644628
"218","I1",13,"Lazio","Sampdoria",1,"H",0.5,0.3,5,-5,-12,7,-2,1,-8,-2,1.33,5,8.5,0.261959516347577,0.285252957965729,0.452787525686695,2.20854140909339,3.50566040447561,3.81738374670522
"219","I1",13,"Cagliari","Lazio",1,"H",0.2,0.7,-3,9,-24,-13,-9,5,-15,-11,5.25,3.75,1.65,0.483751337158953,0.300530605622911,0.215718057218136,4.63568054012646,3.32744812438419,2.06717774853698
"220","I1",14,"Fiorentina","Parma",1,"D",0.7,0.4,5,-3,14,-6,8,-7,-20,1,1.57,3.8,6,0.196850493907267,0.253052650901366,0.550096855191367,1.81786169210533,3.9517467864416,5.07999741403282
"221","I1",14,"Udinese","Cagliari",1,"H",0.5,0.4,0,-2,14,-15,3,-7,-2,2,1.83,3.5,4.33,0.209512849493113,0.256821092129764,0.533666058377122,1.87383099281412,3.89376118490583,4.77297694351138
"222","I1",14,"Roma","Napoli",1,"H",1,0.9,14,9,1,8,18,8,-15,5,2.1,3.3,3.5,0.283229777651298,0.243852666937355,0.472917555411347,2.1145334711252,4.10083683955318,3.53070220332257
"223","I1",14,"Cagliari","Catania",1,"H",0.4,0.4,-2,-2,-5,-20,-3,-12,-1,-2,1.91,3.3,4.2,0.227352371178109,0.257174243207989,0.515473385613901,1.93996436655804,3.88841428101822,4.39845863413755
"224","I1",14,"Atalanta","Lazio",1,"H",0.4,0.6,-2,3,-27,18,-10,10,-1,-11,2.7,3.2,2.6,0.398692374811589,0.309600980442337,0.291706644746074,3.42810154657425,3.22996393154591,2.50819946198512
"225","I1",14,"Torino","Inter",1,"D",0.5,0.6,0,5,-18,24,-7,5,11,22,3.4,3.5,2.05,0.450668590803366,0.260512221604957,0.288819187591678,3.46237384135906,3.8385915019235,2.21892543746479
"226","I1",14,"Catania","Sassuolo",1,"D",0.4,0.4,-1,-8,-41,-16,-16,-4,-14,-8,1.83,3.5,4.33,0.274116293933163,0.280177892812786,0.445705813254051,2.24363239218063,3.569160971127,3.64808667756112
"227","I1",14,"Udinese","Roma",1,"A",0.4,1,-1,14,-1,-4,-1,13,7,-15,3.3,3.4,2.15,0.414724939381002,0.291051272523896,0.294223788095102,3.39877345225658,3.43582074501288,2.41123671388692
"228","I1",14,"Juventus","Catania",1,"H",0.8,0.4,3,-1,60,-39,22,-12,17,-17,1.18,6.25,17,0.0521699694895754,0.147324252593394,0.800505777917031,1.24921022132041,6.78774867271814,19.1681154845187
"229","I1",14,"Sampdoria","Sassuolo",1,"A",0.5,0.4,-1,-2,5,6,2,5,-21,-2,1.95,3.5,3.8,0.307339248877766,0.322137946754908,0.370522804367326,2.69888921333065,3.10426017820505,3.25373346766302
"230","I1",14,"Bologna","Chievo",1,"D",0.4,0,-5,-6,25,2,5,-3,13,0,2.05,3.3,3.6,0.178796469887143,0.294641031177481,0.526562498935375,1.89910979612456,3.39396042704465,5.59295158697038
"231","I1",14,"Milan","Genoa",1,"D",0.4,0.8,-2,4,49,-52,0,-11,10,-3,1.44,4.2,7.5,0.171855354615145,0.209420868763117,0.618723776621738,1.61623011396143,4.77507330528332,5.81884691483376
"232","I1",14,"Napoli","Parma",1,"A",0.6,0.3,-1,-2,14,-5,3,-4,12,-8,1.44,4.5,6.5,0.16248276159745,0.253570540170455,0.583946698232095,1.71248506589302,3.94367578870866,6.15449903835025
"233","I1",14,"Verona","Chievo",1,"A",0.6,0.2,0,-3,-14,-42,-1,-5,-4,-20,2.1,3.3,3.5,0.153168736621921,0.270572391696995,0.576258871681084,1.73533120120609,3.6958685759775,6.52874745887851
"234","I1",14,"Torino","Catania",1,"H",0.3,0.3,-3,-5,-2,-50,-2,-15,6,-20,1.8,3.5,4.5,0.133158577936011,0.230150560699016,0.636690861364973,1.57062094130917,4.3449818108754,7.50984289183792
"235","I1",14,"Parma","Bologna",1,"D",0.5,0.6,0,3,-3,-4,-3,6,-4,-25,1.8,3.5,4.5,0.26305719835726,0.307461566036117,0.429481235606623,2.32839043267524,3.25243903780329,3.80145461232311
"236","I1",14,"Atalanta","Roma",1,"D",0.3,0.7,-3,2,-22,32,-10,4,8,32,4,3.4,1.91,0.528449754009634,0.238133999173886,0.23341624681648,4.28419192596406,4.19931636586592,1.89232749644116
"237","I1",14,"Chievo","Livorno",1,"H",0.4,0.3,-1,-4,-42,8,-4,-6,-22,-14,1.91,3.4,4,0.307014911482205,0.313048282886916,0.379936805630879,2.6320166542947,3.19439541650907,3.25717078422088
"238","I1",14,"Livorno","Milan",1,"D",0.3,0.5,-6,0,-1,82,-6,15,-20,29,5.5,3.75,1.62,0.612581167102187,0.266100914626187,0.121317918271626,8.24280546721089,3.75797280292997,1.6324367344339
"239","I1",14,"Cagliari","Genoa",1,"H",0.4,0.8,-3,5,0,-70,-3,-12,-2,-17,1.95,3.3,4,0.195942511099702,0.233398971391676,0.570658517508621,1.75236147243678,4.28450902777056,5.10353773863378
"240","I1",14,"Sampdoria","Catania",1,"H",0.2,0.2,-4,-9,-3,-38,-1,-18,-11,-21,1.73,3.6,4.75,0.149491724207753,0.254923542314059,0.595584733478189,1.67902221764491,3.92274479996056,6.68933350859123
"241","I1",14,"Fiorentina","Bologna",1,"H",0.6,0.3,2,-3,-14,-26,-7,-5,3,-28,1.44,4.33,7,0.148312881751428,0.253544482753517,0.598142635495055,1.67184203341791,3.94408109038661,6.74250266187933
"242","I1",14,"Cagliari","Napoli",1,"D",0.7,0.5,2,0,28,-5,7,1,-5,2,3.5,3.4,2.05,0.206564889058086,0.262723011200244,0.53071209974167,1.88426078939365,3.80629011304157,4.84109378200668
"243","I1",14,"Bologna","Genoa",1,"H",0.2,0.5,-6,1,-45,-83,-11,-18,-28,-18,2.1,3.25,3.5,0.283593902804092,0.289251390863195,0.427154706332713,2.34107218104977,3.45720031636067,3.52616889895128
"244","I1",14,"Roma","Catania",1,"H",0.6,0.3,1,-6,35,-18,10,-5,29,-5,1.22,6.5,11,0.086509371203237,0.182146943503791,0.731343685292972,1.36734618772213,5.49007290906963,11.5594413193768
"245","I1",14,"Sassuolo","Fiorentina",1,"A",0.4,0.6,-3,3,-16,10,-11,-4,-11,10,4.33,3.4,1.85,0.435162526194282,0.273113285510995,0.291724188294724,3.42789538929051,3.66148427429666,2.29799199105105
"246","I1",14,"Lazio","Inter",1,"H",0.3,0.5,-4,-1,29,3,0,-5,18,3,2.4,3.3,2.88,0.233787345504673,0.256583133255523,0.509629521239804,1.96220971965526,3.8973723148206,4.27739148088327
"247","I1",14,"Parma","Torino",1,"H",0.6,0.9,1,9,14,-14,6,8,20,-14,2.05,3.3,3.6,0.229722954634696,0.254130307116972,0.516146738248332,1.93743353565256,3.93498914531164,4.3530695554138
