"","Div","year","HomeTeam","AwayTeam","enough_games","FTR","form_H","form_A","g_H","g_A","s_H","s_A","st_H","st_A","c_H","c_A","B365H","B365D","B365A","A","D","H","H_odds","D_odds","A_odds"
"372","I1",16,"Empoli","Lazio",1,"H",0.6,0.3,1,-2,-3,0,4,-4,-11,10,2.9,3.3,2.5,0.267306135948931,0.282844465859116,0.449849398191953,2.2229661838367,3.53551198876239,3.74102897582213
"373","I1",16,"Genoa","Carpi",1,"A",0.5,0.1,-1,-4,-20,5,-14,-2,-3,-3,1.62,3.8,6,0.287607668021759,0.312969624164037,0.399422707814205,2.50361329097283,3.19519826459539,3.47695875731779
"374","I1",16,"Bologna","Napoli",1,"H",0.5,0.9,2,6,-19,51,-6,27,-14,15,8,4.33,1.44,0.595663200499532,0.257608748947841,0.146728050552627,6.81532942224521,3.88185573698227,1.67880103918017
"375","I1",16,"Carpi","Milan",1,"D",0.3,0.7,-2,5,19,18,3,4,0,1,5,3.6,1.75,0.377612528488781,0.290368664943802,0.332018806567417,3.01187758108801,3.44389777799729,2.64821721885668
"376","I1",16,"Palermo","Frosinone",1,"H",0.3,0.3,-6,-8,1,-24,0,-14,-4,0,1.7,3.8,5,0.187237962778108,0.253213742034794,0.559548295187098,1.78715583373483,3.94923273896639,5.34079726761972
"377","I1",16,"Udinese","Inter",1,"A",0.5,0.8,-2,6,-4,3,-5,-5,9,-6,4,3.3,2,0.298069354275526,0.252789920144711,0.449140725579763,2.22647367082816,3.95585393368352,3.35492389826709
"378","I1",16,"Napoli","Roma",1,"D",0.7,0.4,3,-1,41,28,22,6,12,10,1.57,4.33,5.5,0.184516591059351,0.257841849707708,0.557641559232941,1.79326663058532,3.87834636283291,5.41956684902304
"379","I1",16,"Atalanta","Napoli",1,"A",0.5,0.7,3,3,-19,39,-3,19,-6,13,6,3.8,1.62,0.492354918533044,0.280120270681667,0.227524810785289,4.39512507031016,3.56989516526783,2.03105516439131
"380","I1",16,"Fiorentina","Chievo",1,"H",0.6,0.6,3,2,17,-8,8,2,11,-7,1.44,4.33,8,0.190903112108753,0.246298419443459,0.562798468447787,1.77683497035453,4.06011537654045,5.23825928741446
"381","I1",16,"Frosinone","Milan",1,"A",0.3,0.5,-8,2,-4,14,-9,12,5,10,5.5,3.8,1.67,0.436455845811033,0.312149343145872,0.251394811043095,3.97780684434484,3.20359475987327,2.29118250929089
"382","I1",16,"Fiorentina","Lazio",1,"A",0.7,0.4,5,-2,4,29,12,4,5,18,1.8,3.5,4.75,0.257401464049413,0.261362961691728,0.481235574258859,2.07798436667962,3.82609683302977,3.88498178785817
"383","I1",16,"Udinese","Juventus",1,"A",0.4,1,-6,9,-2,17,-2,14,-1,6,6.5,3.75,1.57,0.485284247062846,0.27692890249487,0.237786850442284,4.20544701332307,3.61103514653377,2.06064797291987
"384","I1",16,"Fiorentina","Torino",1,"H",0.4,0.3,-2,-1,14,-4,4,-1,12,0,1.8,3.5,4.75,0.22743670776151,0.283911519347354,0.488651772891136,2.04644709274959,3.52222411510025,4.39682762664942
"385","I1",16,"Inter","Carpi",1,"D",0.5,0.5,3,-2,-11,-8,-6,1,-7,-1,1.36,4.75,9.5,0.28390693232262,0.274688083474397,0.441404984202983,2.26549322229706,3.64049283591586,3.52228102293621
"386","I1",16,"Juventus","Roma",1,"H",1,0.6,11,2,26,-9,21,-6,12,-13,1.62,3.8,6,0.0827619587292445,0.16019196401719,0.757046077253565,1.32092356072675,6.24251039142443,12.0828459760298
"387","I1",16,"Lazio","Chievo",1,"H",0.7,0.6,3,0,8,-7,-3,-6,9,1,1.67,3.6,5.75,0.190623241148933,0.218924594690499,0.590452164160568,1.69361729992416,4.56778280856809,5.24595004246469
"388","I1",16,"Atalanta","Sassuolo",1,"D",0.2,0.4,-5,-3,17,10,4,-9,-1,9,2.5,3.2,3,0.293702738603703,0.279928424621301,0.426368836774996,2.34538717126674,3.57234175612156,3.40480311744493
"389","I1",16,"Chievo","Juventus",1,"A",0.4,1,-4,10,-33,25,-9,22,-6,9,7.5,3.8,1.53,0.598511834257702,0.254879269375372,0.146608896366926,6.82086847920366,3.92342618703625,1.670810738839
"390","I1",16,"Juventus","Genoa",1,"H",1,0.6,13,5,50,5,27,6,13,8,1.22,6,15,0.136232836857217,0.202436895975651,0.661330267167132,1.51210378482084,4.93981097260195,7.34037419369076
"391","I1",16,"Verona","Atalanta",1,"H",0.3,0.3,-4,-3,8,14,3,8,-8,-6,2.4,3.3,3,0.30774965086821,0.342327639600734,0.349922709531056,2.85777393910826,2.92117808882253,3.2493944255626
"392","I1",16,"Genoa","Lazio",1,"D",0.6,0.6,5,3,-6,15,1,-4,-2,5,2.63,3.2,2.8,0.306676565922904,0.254386862769824,0.438936571307272,2.2782334974316,3.93102060818614,3.26076430714759
"393","I1",16,"Verona","Chievo",1,"H",0.5,0.3,-2,-7,-19,-68,-1,-17,-10,-23,2.38,3.2,3.2,0.10746957762743,0.213550059803563,0.678980362569007,1.47279664498156,4.68274277665792,9.30495887372654
"394","I1",16,"Atalanta","Fiorentina",1,"A",0.4,0.8,-1,4,8,14,4,7,-7,0,3.75,3.3,2.1,0.371088019003398,0.286767442586717,0.342144538409884,2.92274137897246,3.48714620802047,2.694778458991
"395","I1",16,"Genoa","Udinese",1,"H",0.3,0.3,-2,-4,-24,-30,-13,-1,-11,-11,1.95,3.3,4.2,0.287548551650599,0.311232597273482,0.401218851075919,2.49240532272692,3.21303105381758,3.47767357637434
"396","I1",16,"Atalanta","Juventus",1,"A",0.3,0.9,-2,6,6,33,-4,14,-3,15,7.5,3.8,1.53,0.528006595913817,0.261960564240879,0.210032839845304,4.76116021064389,3.81736847642638,1.89391573464969
"397","I1",16,"Frosinone","Udinese",1,"H",0.5,0.4,-2,0,-54,-33,-15,-2,-18,-8,3.4,3.3,2.2,0.339085787417952,0.305565869058977,0.355348343523071,2.81414003533993,3.27261681116287,2.94910620588003
"398","I1",16,"Empoli","Sampdoria",1,"D",0.1,0.5,-5,2,2,24,-4,9,6,2,2.2,3.25,3.5,0.435945842818053,0.31047641690431,0.253577740277637,3.94356381165445,3.22085654675731,2.29386291089685
"399","I1",16,"Genoa","Torino",1,"H",0.5,0.4,0,0,-5,5,-2,8,-3,0,2.6,3,3,0.317195183479423,0.31150894354222,0.371295872978358,2.69326990353671,3.21018070501872,3.15263299092583
"400","I1",16,"Roma","Inter",1,"D",1,0.6,13,2,48,-9,21,-7,9,10,1.73,3.75,5,0.103526596940719,0.159520490842581,0.7369529122167,1.35693879951173,6.26878713021782,9.65935353378434
"401","I1",16,"Lazio","Roma",1,"A",0.5,0.9,0,11,-1,46,-2,21,-7,13,3.3,3.4,2.2,0.573749707936079,0.264253466031938,0.161996826031983,6.17296044925332,3.78424553901267,1.7429202772011
"402","I1",16,"Frosinone","Inter",1,"A",0.3,0.5,-5,0,-14,-1,-11,-5,-6,14,6,3.75,1.57,0.404836979945915,0.277015437409311,0.318147582644774,3.14319534251041,3.60990712052782,2.4701300758977
"403","I1",16,"Milan","Juventus",1,"A",0.4,1,-2,9,8,20,-3,17,6,6,4,3.1,2.05,0.47249620868019,0.272360800305708,0.255142991014102,3.91937084387604,3.67160031428004,2.11641909845853
"404","I1",16,"Carpi","Genoa",1,"H",0.5,0.8,-1,5,-12,0,-7,1,-15,-2,2.75,3.1,2.75,0.391192204586839,0.277334487909324,0.331473307503837,3.01683416842976,3.60575421952915,2.55628815777696
"405","I1",16,"Milan","Carpi",1,"D",0.4,0.6,-1,2,9,-2,-2,2,4,-11,1.44,4.5,7.5,0.271767893751001,0.285156929282189,0.44307517696681,2.25695333881209,3.50684096128139,3.67961051689284
"406","I1",16,"Fiorentina","Juventus",1,"A",0.4,1,-1,12,40,30,10,19,10,17,3.5,3.3,2.15,0.477655495041116,0.272138473975201,0.250206030983683,3.99670621874504,3.67459986599001,2.09355908260601
"407","I1",16,"Roma","Napoli",1,"H",0.7,0.6,4,7,28,38,14,22,18,19,2.45,3.4,2.9,0.35561274604925,0.295893764732969,0.348493489217781,2.86949406786501,3.37959132360378,2.81204768701262
"408","I1",16,"Udinese","Torino",1,"A",0.5,0.6,-1,0,-1,-15,-2,-3,1,-16,1.95,3.4,4.2,0.209292059114496,0.260647902764433,0.530060038121071,1.88657874218315,3.83659330995568,4.77801214356124
"409","I1",16,"Empoli","Bologna",1,"D",0.4,0.3,-1,-6,-54,-9,-12,-17,-14,-9,2.25,3.2,3.3,0.263831386876441,0.266424859520257,0.469743753603302,2.12882021810661,3.7534034992105,3.79029959944957
"410","I1",16,"Atalanta","Udinese",1,"D",0.4,0.3,-1,-7,-13,-3,-4,-8,-4,9,3.8,3.3,2.05,0.255145538101849,0.264295993828702,0.480558468069449,2.08091224365956,3.78363661708822,3.91933171726021
"411","I1",16,"Roma","Chievo",1,"H",0.8,0.6,3,4,25,-4,9,1,19,1,1.22,6.5,13,0.169614590821203,0.225424483671044,0.604960925507753,1.65299932249456,4.43607537085136,5.89571920174094
"412","I1",16,"Sampdoria","Genoa",1,"A",0.5,0.4,0,-4,-33,-20,0,-12,-28,-11,2.38,3.25,3.1,0.242391548879843,0.278614918468673,0.478993532651484,2.08771086002867,3.58918325514015,4.12555637612479
"413","I1",16,"Milan","Roma",1,"A",0.6,0.9,1,6,23,30,6,13,10,12,3.25,3.6,2.1,0.358469838633783,0.264937204015422,0.376592957350796,2.6553868851788,3.7744793288518,2.78963497685397
"414","I1",16,"Lazio","Fiorentina",1,"A",0.6,0.4,2,0,-9,47,-10,12,-6,11,2.1,3.4,3.5,0.428529684714638,0.3019707842971,0.269499530988262,3.71058159668394,3.3115786427078,2.33356062758152
"415","I1",17,"Sassuolo","Udinese",1,"H",0.4,0.5,-3,-2,-5,-24,-3,-9,-13,-7,2.05,3.3,3.8,0.24494619992965,0.273142434721068,0.481911365349282,2.07507037995507,3.66109352807518,4.08252914430682
"416","I1",17,"Atalanta","Napoli",1,"H",0.4,0.9,-2,9,13,37,-7,19,-2,15,6,4,1.55,0.554588899739588,0.264779271576122,0.18063182868429,5.53612288201882,3.77673068608208,1.80313742390004
"417","I1",17,"Chievo","Milan",1,"A",0.7,0.7,2,3,4,-1,3,0,-7,-10,2.8,3,2.75,0.235979419091751,0.262573059730902,0.501447521177347,1.9942266294429,3.80846382726717,4.2376576900174
"418","I1",17,"Genoa","Empoli",1,"D",0.6,0.3,1,-6,14,-30,7,-9,-1,2,1.75,3.6,5,0.13713501916097,0.221846203474264,0.641018777364766,1.56001670358396,4.50762728565697,7.29208342346305
"419","I1",17,"Udinese","Pescara",1,"H",0.1,0.3,-6,-5,-12,-17,-5,-11,1,6,1.85,3.5,4.5,0.294774752464559,0.281452129527023,0.423773118008418,2.35975326773827,3.55300207420882,3.39242079465483
"420","I1",17,"Napoli","Empoli",1,"H",0.5,0.2,0,-7,19,-38,3,-10,21,2,1.29,5.5,11,0.108615693965916,0.197447337110706,0.693936968923378,1.4410530707875,5.06464161347141,9.20677264478742
"421","I1",17,"Palermo","Udinese",1,"A",0.3,0.3,-6,-3,-49,-7,-20,-2,-11,6,2.9,3.25,2.5,0.420871697865529,0.302265861860965,0.276862440273506,3.61190199368367,3.30834581796067,2.37602101797661
"422","I1",17,"Bologna","Fiorentina",1,"A",0.4,0.5,-1,1,-33,35,-6,19,-24,22,3.25,3.25,2.3,0.575550356046462,0.280896072075513,0.143553571878025,6.96604053049744,3.5600355412986,1.73746743355203
"423","I1",17,"Atalanta","Genoa",1,"H",0.9,0.6,5,3,7,0,10,1,-2,-5,2.3,3.2,3.3,0.186735149295847,0.243848953223768,0.569415897480385,1.75618560076196,4.10089929351613,5.35517819634314
"424","I1",17,"Crotone","Chievo",1,"H",0.1,0.4,-5,-2,-31,-3,-27,-3,-16,-4,3.5,3.2,2.2,0.462773914998763,0.298202162390043,0.239023922611194,4.18368165443691,3.35342974036526,2.16088238249702
"425","I1",17,"Cagliari","Palermo",1,"H",0.6,0.1,-2,-9,-34,-40,-6,-23,-16,-10,1.73,3.5,5,0.138561171778828,0.229670574282138,0.631768253939034,1.58285889448396,4.35406234832484,7.21702903607228
"426","I1",17,"Palermo","Milan",1,"A",0.1,0.8,-9,2,-25,11,-19,3,-1,-9,5.5,3.75,1.67,0.461516872914828,0.284237861088906,0.254245265996266,3.93320991083738,3.5181801473211,2.16676801800169
"427","I1",17,"Atalanta","Roma",1,"H",0.9,0.9,8,10,13,28,16,12,13,-1,4,3.5,1.95,0.261189904471014,0.24959067158358,0.489219423945405,2.0440725593749,4.00655999543288,3.82863189917425
"428","I1",17,"Crotone","Torino",1,"A",0.3,0.6,-3,6,-65,-4,-26,-2,-42,3,5,3.75,1.73,0.619550180452908,0.25250678878577,0.127943030761322,7.81597867464543,3.96028956214881,1.61407426153758
"429","I1",17,"Empoli","Fiorentina",1,"A",0.5,0.7,2,3,-67,42,-12,17,-12,29,3.9,3.4,2,0.629894774035064,0.230350353481128,0.139754872483808,7.1553855849703,4.34121322102476,1.58756675117983
"430","I1",17,"Sampdoria","Sassuolo",1,"H",0.6,0.3,-1,-5,3,8,1,-1,-14,2,2.05,3.4,3.75,0.244803081598126,0.294241454501202,0.460955463900672,2.1694069781446,3.39856938817544,4.08491589841022
"431","I1",17,"Palermo","Lazio",1,"A",0,0.8,-9,6,-4,-4,-9,6,4,-7,5.5,4,1.62,0.458007378615887,0.295286809872086,0.246705811512026,4.05341079673452,3.38653799143004,2.18337093830678
"432","I1",17,"Pescara","Cagliari",1,"D",0,0.4,-10,-6,-4,-36,-7,-10,-4,6,2.38,3.4,3,0.297245671054649,0.286074110119713,0.416680218825638,2.39992194210317,3.49559769523196,3.36422056695368
"433","I1",17,"Chievo","Genoa",1,"D",0.3,0.5,-3,0,-4,-8,-10,-3,-11,2,2.5,3.1,3.1,0.362311880295568,0.291838982455688,0.345849137248744,2.89143413210475,3.42654703489393,2.76005302167905
"434","I1",17,"Milan","Atalanta",1,"D",0.7,0.6,4,2,-16,24,-2,7,-5,20,1.95,3.4,3.9,0.393810983197611,0.266764837606944,0.339424179195445,2.94616606975482,3.74861997919462,2.53928925973659
"435","I1",17,"Chievo","Sampdoria",1,"H",0.5,0.6,1,2,-21,13,-3,4,-22,3,2.2,3.25,3.3,0.414100824482345,0.293381544200381,0.292517631317274,3.41859735256562,3.40853069924874,2.41487082584313
"436","I1",17,"Sassuolo","Inter",1,"A",0.3,0.7,-2,4,-27,44,-11,8,-23,28,3.4,3.6,2.05,0.641024897829272,0.231468268394,0.127506833776728,7.84271689900999,4.32024660199999,1.56000180864478
"437","I1",17,"Inter","Lazio",1,"H",0.7,0.8,2,4,32,7,1,2,19,5,2.15,3.5,3.3,0.218989135205056,0.22529223498633,0.555718629808614,1.79947179446619,4.438679389286,4.56643659085472
"438","I1",17,"Roma","Chievo",1,"H",0.6,0.7,2,3,-7,-21,-3,0,1,-27,1.33,5.5,8,0.197785250804304,0.257488779223692,0.544725969972004,1.83578543180417,3.88366437953109,5.05598873492058
"439","I1",17,"Torino","Genoa",1,"H",0.4,0.5,-3,0,-11,0,-10,6,4,1,1.83,3.6,4.5,0.341959643119495,0.297431570093327,0.360608786787178,2.77308827915548,3.36211788037908,2.92432168567493
"440","I1",17,"Lazio","Crotone",1,"H",0.6,0.3,-1,-4,2,-13,-1,-4,4,-10,1.29,5.25,12,0.16686736768759,0.257856026470586,0.575276605841823,1.73829422202327,3.87813313377832,5.9927834534563
"441","I1",17,"Sassuolo","Torino",1,"D",0.3,0.4,0,-4,-31,-17,-11,-8,-17,-3,2.7,3.4,2.6,0.321746353539277,0.283074928571955,0.395178717888767,2.53050064371501,3.53263358590165,3.10803833205813
"442","I1",17,"Udinese","Inter",1,"A",0.7,0.8,4,5,15,22,8,1,-8,15,3.75,3.5,2,0.335271687523712,0.251492669074178,0.41323564340211,2.4199267801953,3.97625904437417,2.98265567064704
"443","I1",17,"Inter","Chievo",1,"H",0.8,0.5,4,-2,9,-46,-1,-11,14,-22,1.44,4.33,8,0.0798916956465547,0.164641997865424,0.755466306488021,1.32368577051273,6.07378441081226,12.5169454961133
"444","I1",17,"Torino","Milan",1,"D",0.3,0.7,-5,4,-6,17,-10,3,-4,14,2.38,3.3,3.1,0.481831000218711,0.270840945236775,0.247328054544514,4.04321297817033,3.69220392110867,2.0754164832609
"445","I1",17,"Palermo","Inter",1,"A",0.3,1,-5,9,6,36,-4,14,-11,22,6.5,4,1.55,0.605287091066538,0.242234760400544,0.152478148532918,6.55831677929977,4.12822667707337,1.65210858575881
"446","I1",17,"Atalanta","Cagliari",1,"H",0.7,0.5,4,2,31,-8,19,9,11,-18,1.44,4.33,8,0.140436945198435,0.256146137976742,0.603416916824822,1.65722897737438,3.90402138364779,7.12063338167186
"447","I1",17,"Genoa","Sassuolo",1,"A",0.2,0.5,-5,2,-27,-33,-15,-3,10,-3,2.05,3.4,3.75,0.342282674396992,0.284487713696806,0.373229611906202,2.67931581015955,3.51509028985959,2.9215618399667
"448","I1",17,"Milan","Sampdoria",1,"A",0.4,0.4,-1,-1,29,-7,2,-13,22,-4,1.67,4,5,0.158737527472769,0.2198862876106,0.621376184916631,1.60933106912388,4.54780518997581,6.29970754818231
"449","I1",17,"Roma","Fiorentina",1,"H",0.8,0.8,4,5,36,38,14,5,18,21,1.62,4,5.5,0.258940865427385,0.22903563697499,0.512023497597625,1.95303536789215,4.36613276958815,3.8618856021412
"450","I1",17,"Sampdoria","Bologna",1,"H",0.5,0.5,0,-4,-23,4,-16,-1,-13,-8,1.91,3.5,4.2,0.306386922528465,0.284641641360568,0.408971436110967,2.44515854092232,3.51318940974366,3.26384687619001
"451","I1",17,"Torino","Pescara",1,"H",0.4,0,-2,-12,5,-40,-7,-16,11,-28,1.36,5,8.5,0.0799577397955485,0.203071420080833,0.716970840123618,1.39475686323252,4.92437586540709,12.5066066469237
"452","I1",17,"Atalanta","Crotone",1,"H",0.7,0.3,4,-2,10,-4,10,-5,-1,0,1.25,5.5,15,0.172405699457266,0.247936370111556,0.579657930431178,1.72515538475623,4.03329289506844,5.8002722830394
"453","I1",17,"Chievo","Napoli",1,"A",0.5,0.9,-2,11,-40,38,-15,24,-27,15,8.5,4.2,1.44,0.683666145644568,0.22999807305293,0.0863357813025018,11.5826831577074,4.3478625134823,1.46270223612899
"454","I1",17,"Inter","Roma",1,"A",0.8,0.8,6,9,36,28,14,17,28,6,2.5,3.4,2.8,0.256094513619887,0.256771718957171,0.487133767422942,2.05282422791228,3.89450989408532,3.90480836885194
"455","I1",17,"Sassuolo","Milan",1,"A",0.6,0.5,0,0,-20,-28,-4,-7,5,11,2.88,3.3,2.55,0.245260645858421,0.240644548644506,0.514094805497073,1.94516651268847,4.15550655783712,4.07729497938801
"456","I1",17,"Roma","Napoli",1,"A",0.8,0.7,10,8,17,43,13,21,-3,13,2.05,3.5,3.6,0.395827466963579,0.289420700270306,0.314751832766115,3.17710620208867,3.45517787451294,2.52635323079288
"457","I1",17,"Bologna","Lazio",1,"A",0.1,0.7,-10,5,-5,48,-10,21,-16,13,4.33,3.75,1.8,0.629985550701893,0.269750743825679,0.100263705472428,9.97369881043343,3.70712601499342,1.58733799352359
"458","I1",17,"Torino","Palermo",1,"H",0.5,0.4,-1,-4,-9,-22,-3,-6,-3,-11,1.5,4.2,7,0.191534020156485,0.259762230758315,0.5487037490852,1.82247706830362,3.84967436213007,5.22100459846763
"459","I1",17,"Udinese","Juventus",1,"D",0.3,1,-4,10,2,37,-1,22,-5,1,7.5,4,1.5,0.54941844815023,0.279908278965424,0.170673272884346,5.85914820229428,3.57259886594325,1.82010633855994
"460","I1",17,"Fiorentina","Cagliari",1,"H",0.4,0.3,-2,-7,6,-38,-1,-8,1,-7,1.44,4.75,7,0.154215983490466,0.243154412646673,0.602629603862861,1.65939408484082,4.11261300634135,6.48441216900079
"461","I1",17,"Napoli","Crotone",1,"H",0.8,0.1,9,-6,18,-4,13,-10,1,-1,1.14,8,21,0.108945247496716,0.204769392016557,0.686285360486728,1.45711981862877,4.88354236027201,9.17892265130838
"462","I1",17,"Roma","Sassuolo",1,"H",0.8,0.3,9,-3,24,-8,6,2,-7,11,1.22,6,15,0.192641529688625,0.250720865045833,0.556637605265542,1.79650097395585,3.98849932101661,5.19098868045921
"463","I1",17,"Roma","Empoli",1,"H",0.8,0,9,-10,35,-36,11,-20,-6,-3,1.17,7.5,17,0.0635783822786864,0.158029383774632,0.778392233946682,1.28469935385879,6.32793709697758,15.728616617149
"464","I1",17,"Inter","Sampdoria",1,"A",0.7,0.6,9,2,28,13,12,-1,21,-3,1.33,5.5,9,0.157263124177505,0.206104545778149,0.636632330044346,1.57076534258061,4.85190657112629,6.35876977028187
"465","I1",17,"Roma","Atalanta",1,"D",0.8,0.6,9,2,34,45,9,17,12,20,1.5,4.33,6,0.300027079754628,0.265232090632121,0.434740829613251,2.30022103258534,3.77028284027293,3.3330324743281
"466","I1",17,"Torino","Crotone",1,"D",0.6,0.5,1,-2,16,-23,8,-7,10,-6,1.53,4,6,0.135507363066686,0.211624134764224,0.65286850216909,1.53170201453677,4.72535895357176,7.37967278949912
"467","I1",17,"Lazio","Palermo",1,"H",0.6,0.1,0,-12,43,-13,5,-24,10,5,1.14,8,21,0.0739718757094041,0.15698975279786,0.769038371492735,1.30032523352373,6.36984250359065,13.518651384865
"468","I1",17,"Bologna","Udinese",1,"H",0.3,0.7,-2,4,-7,-17,0,2,-2,-17,2.38,3.3,3,0.300966150718155,0.294252836613178,0.404781012668666,2.47047160983944,3.39843792675001,3.32263278649055
"469","I1",17,"Roma","Lazio",1,"A",0.9,0.6,10,2,41,36,13,7,17,9,1.85,3.75,4.2,0.18654384193259,0.223206796736965,0.590249361330445,1.69419920717231,4.48015031181347,5.36067012258364
"470","I1",17,"Napoli","Cagliari",1,"H",0.8,0.6,7,5,34,2,12,4,20,-16,1.13,9,21,0.141109709791157,0.224431229523033,0.634459060685809,1.57614582557788,4.45570788933975,7.08668454835604
"471","I1",17,"Chievo","Palermo",1,"D",0.2,0.3,-8,-8,-30,-13,-16,-20,-14,-7,1.67,4,5,0.26942227879052,0.27645034759645,0.454127373613031,2.20202537460804,3.61728610108227,3.71164554204338
"472","I1",17,"Fiorentina","Lazio",1,"H",0.4,0.7,-2,7,23,36,4,8,8,8,1.95,3.8,3.6,0.406786518038731,0.288133556131527,0.305079925829742,3.27782956312267,3.47061277216708,2.45829189428738
"473","I1",17,"Bologna","Pescara",1,"H",0.3,0.1,-2,-7,-10,-19,3,-4,-6,4,1.5,4.2,6.5,0.240626228787396,0.301444340149469,0.457929431063135,2.18374258601022,3.31736200289631,4.15582293351547
"474","I1",17,"Palermo","Genoa",1,"H",0.4,0.3,-6,-7,0,-5,-13,-2,-14,-4,5,4,1.67,0.27114729619936,0.309794419421807,0.419058284378833,2.38630290171281,3.22794710720218,3.68803235000638
"475","I1",17,"Genoa","Torino",1,"H",0.3,0.5,-5,-3,-6,25,-2,2,4,-5,2.05,3.3,3.8,0.306535590540263,0.297582665099743,0.395881744359994,2.52600685494265,3.3604107943076,3.26226392908412
"476","I1",17,"Roma","Genoa",1,"H",0.8,0.4,8,-4,22,6,18,1,-1,3,1.06,15,34,0.145017397940197,0.224892055855945,0.630090546203858,1.58707348654056,4.44657769788254,6.89572433517518
"477","I1",17,"Sampdoria","Napoli",1,"A",0.3,0.9,-5,11,-32,44,-3,18,-11,12,15,7.5,1.18,0.638693937843356,0.246375879327356,0.114930182829288,8.70093456203191,4.05883888767907,1.56569514872279
"478","I1",18,"Inter","Genoa",1,"H",0.9,0.2,9,-4,-1,-30,13,-13,4,12,1.3,5.5,10,0.109358669335679,0.180496745161779,0.710144585502542,1.40816394353319,5.54026610897444,9.14422245693645
"479","I1",18,"Atalanta","Juventus",1,"D",0.6,1,3,12,5,29,9,22,-3,13,4.75,3.75,1.7,0.498207301979276,0.271837934128079,0.229954763892644,4.34868138007724,3.67866244719488,2.00719659472513
"480","I1",18,"Milan","Roma",1,"A",0.6,0.8,-1,8,32,27,8,4,3,14,2.55,3.4,2.63,0.359702486999411,0.269182664176863,0.371114848823727,2.69458363945707,3.71494948628254,2.78007530151338
"481","I1",18,"Fiorentina","Udinese",1,"H",0.5,0.4,4,1,14,-14,0,-2,-1,-1,1.67,3.8,5.5,0.246398820084533,0.273124838587441,0.480476341328026,2.08126792931369,3.6613293949091,4.05846099286079
"482","I1",18,"Chievo","Milan",1,"A",0.8,0.3,4,-3,-1,26,11,5,-9,5,3.6,3.25,2.14,0.234116445075615,0.289109029648888,0.476774525275497,2.0974274987158,3.45890268876922,4.27137871360135
"483","I1",18,"Genoa","Napoli",1,"A",0.4,0.9,-1,8,0,56,-7,30,6,1,9,5.25,1.33,0.542625303660261,0.285853659769119,0.17152103657062,5.83018864620884,3.49829350027455,1.84289231124043
"484","I1",18,"Juventus","Spal",1,"H",0.7,0.1,8,-5,39,-31,21,-16,15,13,1.12,9,21,0.0815363615279569,0.163127042178893,0.755336596293151,1.32391308048299,6.13019145472738,12.2644668128479
"485","I1",18,"Sassuolo","Udinese",1,"A",0.5,0.2,-4,-4,-9,-6,-3,-5,-16,8,2,3.5,3.75,0.290222123583209,0.307923817235772,0.401854059181019,2.48846559379792,3.24755651893701,3.44563669941341
"486","I1",18,"Milan","Juventus",1,"A",0.3,0.7,-2,10,20,46,-1,20,4,16,4.2,3.5,1.9,0.558638517900307,0.279619408879301,0.161742073220392,6.18268320721587,3.57628965745956,1.79006632725325
"487","I1",18,"Verona","Inter",1,"A",0.3,0.9,-6,4,-13,21,-7,14,-1,15,7.5,5,1.39,0.514192075842604,0.266248398293212,0.219559525864184,4.55457350831858,3.75589113929139,1.94479854315395
"488","I1",18,"Bologna","Crotone",1,"A",0.4,0.4,-1,-5,-29,-37,-6,-10,-13,-26,1.8,3.5,4.75,0.183714460932923,0.265808708072182,0.550476830994895,1.81660688278681,3.76210398542867,5.44322964518899
"489","I1",18,"Benevento","Sassuolo",1,"A",0,0.3,-10,-4,-31,-15,-20,-14,-17,-10,3.39,3.6,2.04,0.378829027915692,0.312621485322315,0.308549486761993,3.24097119879954,3.19875647372411,2.63971323819079
"490","I1",18,"Inter","Atalanta",1,"H",0.8,0.5,3,1,25,34,9,7,9,11,1.75,3.75,4.75,0.242381341261504,0.266223292700386,0.49139536603811,2.03502122550021,3.75624533021392,4.12573011930447
"491","I1",18,"Atalanta","Benevento",1,"H",0.5,0,1,-10,24,-28,0,-17,10,-14,1.22,6,12,0.0853295433372904,0.19627007027127,0.718400386391439,1.39198143395085,5.09502033915754,11.719270499869
"492","I1",18,"Napoli","Juventus",1,"A",0.9,0.8,5,8,48,63,23,19,19,18,2,3.39,4,0.293725565900308,0.267929330354401,0.438345103745291,2.28130756213732,3.73232747111807,3.40453850836874
"493","I1",18,"Verona","Genoa",1,"A",0.2,0.3,-4,-3,-38,-9,-9,-4,-11,-5,3.5,3.29,2.14,0.355814852219058,0.312073120208219,0.332112027572723,3.01103217281412,3.20437722842899,2.81045041757939
"494","I1",18,"Cagliari","Fiorentina",1,"A",0.4,0.6,-2,3,-22,44,-11,13,-4,8,3.25,3.29,2.25,0.508040472993462,0.286139921100187,0.205819605906351,4.85862362623999,3.49479372243856,1.96834711633864
"495","I1",18,"Benevento","Chievo",1,"H",0.1,0.3,-5,-6,7,-35,-3,-17,0,-34,3.2,3.29,2.29,0.142995111606767,0.254817899088607,0.602186989304626,1.66061375911616,3.9243711041361,6.99324605410273
"496","I1",18,"Verona","Juventus",1,"A",0.5,0.9,0,8,-56,37,-11,23,-22,1,15,6.5,1.19,0.610098352700796,0.260389502993912,0.129512144305292,7.72128363223414,3.84040058643755,1.6390799869778
